,NQ1 Index,,,,NKY Index,,,,XIN9I Index,,,,HSI Index,,,,DAX Index,,,,UKX Index,,,,MXIN Index,,,,SPX Index,,,,USYC2Y10 Index,,,,USYC1030 Index,,,,XAU Curncy,,,,CLZ3 Comdty,,,,DXY Curncy,,,
Dates,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST
15/3/2018,7063,7102,7030,7073,21704.14,21825.97,21555.49,21803.95,13399.64,13527.63,13341.31,13514.79,31181.15,31583.38,31121.66,31541.1,12284.14,12378.39,12239.96,12345.56,7132.69,7162.58,7127.08,7139.76,1234.08,1235.87,1225.93,1227.32,2754.27,2763.03,2741.47,2747.33,54.908,55.865,52.948,54.131,23.569,24.461,22.695,22.856,1324.79,1328,1315.68,1319.3,#N/A N/A,#N/A N/A,#N/A N/A,51.45,89.719,90.166,89.62,90.139
16/3/2018,7075,7088,7036,7047,21876.53,21879.28,21632.85,21676.51,13514.79,13576.52,13368.28,13370.32,31363.03,31564.78,31337.45,31501.97,12345.56,12454.02,12337.62,12389.58,7139.76,7187.27,7131.31,7164.14,1225.72,1225.72,1207.3,1209.92,2750.57,2761.85,2749.97,2752.01,53.492,56.777,52.119,54.945,22.593,23.615,22.052,23.067,1319.3,1321.82,1309.74,1314.24,#N/A N/A,#N/A N/A,#N/A N/A,51.43,90.13,90.378,89.891,90.233
19/3/2018,7046,7046,6826,6919,21537.9,21659.04,21366.88,21480.9,13370.32,13471.2,13292.2,13468,31370.47,31656.3,31244.62,31513.76,12346.51,12369.77,12183.79,12217.02,7164.14,7164.19,7034.91,7042.93,1212.71,1213.89,1193.99,1195.99,2741.38,2741.38,2694.59,2712.92,55.034,56.13,53.703,54.387,22.964,24.081,22.372,22.861,1313.4,1319.7,1307.86,1318.06,#N/A N/A,#N/A N/A,#N/A N/A,51.02,90.202,90.345,89.764,89.765
20/3/2018,6916,6932,6868,6922,21297.98,21384.86,21223.97,21380.97,13468,13491.49,13355.44,13478.06,31315.42,31576.05,31183.4,31549.93,12261.19,12320,12191.55,12307.33,7042.93,7081.5,7042.6,7061.27,1191.83,1204.65,1190.28,1202.35,2715.05,2724.22,2710.05,2716.94,54.434,55.802,53.916,54.694,22.983,23.677,22.677,23.234,1318.06,1318.64,1307.23,1312.36,#N/A N/A,#N/A N/A,#N/A N/A,51.18,89.873,90.445,89.846,90.371
21/3/2018,6917,6956,6847,6889,21297.98,21384.86,21223.97,21380.97,13478.06,13606.79,13368.2,13426.28,31811.98,31978.14,31381.54,31414.52,12336.76,12344.09,12250.37,12309.15,7061.27,7065.66,7016.79,7038.97,1209.33,1215.82,1203.45,1206.43,2714.99,2739.14,2709.79,2711.93,54.435,59.796,53.809,57.543,23.064,23.452,21.331,23.37,1312.36,1326.69,1309.46,1323.6,#N/A N/A,#N/A N/A,#N/A N/A,51.89,90.399,90.4,89.634,89.783
22/3/2018,6889,6919,6691,6697,21352.16,21592,21349.71,21591.99,13426.28,13464.7,13205.01,13271.63,31575.93,31686.67,31018.44,31071.05,12187.73,12267.17,12009.5,12100.08,7038.97,7038.97,6914.45,6952.59,1207.51,1212.71,1199.27,1200.06,2691.36,2695.68,2641.59,2643.69,57.36,57.727,53.021,54.166,23.144,23.879,21.799,23.615,1323.6,1336.7,1319.26,1326.9,#N/A N/A,#N/A N/A,#N/A N/A,51.51,89.64,89.96,89.396,89.857
23/3/2018,6697,6726,6524,6560,21188.8,21188.8,20559.61,20617.86,13271.63,13271.63,12736.73,12959.44,29930.23,30320.31,29930.23,30309.29,11995.51,12001.78,11818.7,11886.31,6952.59,6952.82,6876.96,6921.94,1192.82,1192.82,1180.37,1187.8,2646.71,2657.67,2585.89,2588.26,53.584,56.823,52.773,55.561,23.667,25.413,23.565,24.546,1326.9,1350.33,1326.3,1347.33,#N/A N/A,#N/A N/A,#N/A N/A,51.92,89.666,89.737,89.397,89.436
26/3/2018,6553,6784,6531,6780,20423.37,20766.1,20347.49,20766.1,12959.44,12959.44,12578.26,12721.21,30267.07,30548.77,29995.16,30548.77,11919.64,11984.5,11726.62,11787.26,6921.94,6958.47,6866.94,6888.69,1186.98,1202.78,1182.28,1201.56,2619.35,2661.36,2601.81,2658.55,55.485,57.972,54.525,57.739,24.807,25.07,22.329,23.132,1347.27,1356.02,1343.57,1355.42,#N/A N/A,#N/A N/A,#N/A N/A,51.73,89.47,89.516,88.979,89.027
27/3/2018,6784,6855,6497,6568,20958.9,21317.32,20943.31,21317.32,12721.21,12933.62,12647.46,12748.4,30985.75,30985.75,30738.76,30790.83,11996.35,12042.78,11927.91,11970.83,6888.69,7042.37,6888.69,7000.14,1209.02,1211.31,1203.38,1208.17,2667.57,2674.78,2596.12,2612.62,56.905,57.089,50.19,50.717,23.132,25.418,22.826,25.156,1355.42,1356.92,1339.89,1345.05,#N/A N/A,#N/A N/A,#N/A N/A,51.73,89.028,89.633,88.942,89.372
28/3/2018,6555,6589,6428,6484,20893.05,21031.31,20776.82,21031.31,12748.4,12748.4,12442.15,12472.97,30510.38,30637.21,30022.53,30022.53,11868.08,11961.16,11770.4,11940.71,7000.14,7044.74,6923.33,7044.74,1204.1,1205.34,1196.93,1198.24,2611.3,2632.65,2593.06,2605,50.476,51.244,47.828,49.45,25.455,26.045,23.17,23.889,1345.05,1347.07,1325.88,1328.18,#N/A N/A,#N/A N/A,#N/A N/A,51.71,89.325,90.147,89.251,90.058
29/3/2018,6497,6660,6451,6602,21250.96,21298.57,20996.22,21159.08,12472.97,12820.22,12277.43,12728.52,30154.18,30252.95,29819.63,30093.38,11956.34,12151.31,11942.28,12096.73,7044.74,7109.93,7042.73,7056.61,1204.1,1205.34,1196.93,1198.24,2614.41,2659.07,2609.72,2640.87,49.229,49.775,46.476,46.879,23.707,24.102,22.488,23.302,1328.18,1329.11,1321.31,1323.02,#N/A N/A,#N/A N/A,#N/A N/A,51.49,90.101,90.178,89.899,90.151
30/3/2018,6497,6660,6451,6602,21392.42,21512.8,21311.5,21454.3,12728.52,12732.97,12610.71,12637.81,30154.18,30252.95,29819.63,30093.38,11956.34,12151.31,11942.28,12096.73,7044.74,7109.93,7042.73,7056.61,1204.1,1205.34,1196.93,1198.24,2614.41,2659.07,2609.72,2640.87,46.879,46.879,46.879,46.879,23.302,23.302,23.302,23.302,1323.02,1326.6,1322.05,1325.48,#N/A N/A,#N/A N/A,#N/A N/A,51.49,90.091,90.118,89.878,89.974
2/4/2018,6567,6595,6335,6402,21441.57,21597.47,21388.58,21388.58,12637.81,12787.57,12538.22,12548.28,30154.18,30252.95,29819.63,30093.38,11956.34,12151.31,11942.28,12096.73,7044.74,7109.93,7042.73,7056.61,1203.71,1211.59,1199.73,1210.88,2633.45,2638.3,2553.8,2581.88,48.072,49.257,46.515,47.986,22.806,24.091,22.396,23.026,1325.82,1340.34,1324.94,1339.37,#N/A N/A,#N/A N/A,#N/A N/A,50.55,89.955,90.154,89.822,90.052
3/4/2018,6417,6505,6361,6477,21115.48,21333.5,21056.02,21292.29,12548.28,12552.04,12414.38,12489.88,29927.88,30269.28,29755.36,30180.1,11997.47,12069.48,11913.62,12002.45,7056.61,7064.98,6996.76,7030.46,1208.21,1217.07,1205.62,1215.71,2592.17,2619.14,2575.49,2614.45,48.309,50.417,47.32,49.505,22.3,24.089,22.3,23.394,1339.36,1344.96,1328.97,1334.05,#N/A N/A,#N/A N/A,#N/A N/A,50.93,90.048,90.275,89.849,90.2
4/4/2018,6474,6599,6316,6591,21415.85,21415.85,21238.18,21319.55,12489.88,12658.85,12480.55,12520.16,30244.22,30329.08,29518.69,29518.69,12000.47,12011.12,11792.35,11957.9,7030.46,7046.26,6971.75,7034.01,1220.28,1220.41,1201.48,1203.49,2584.04,2649.86,2573.61,2644.69,49.525,50.826,47.843,50.826,23.098,24.726,22.927,23.136,1334.04,1348.3,1330.29,1336.44,#N/A N/A,#N/A N/A,#N/A N/A,50.9,90.152,90.228,89.917,90.142
5/4/2018,6589,6662,6569,6609,21541.18,21737.66,21462.1,21645.42,12489.88,12658.85,12480.55,12520.16,30244.22,30329.08,29518.69,29518.69,12153.61,12322.37,12135.64,12305.19,7034.01,7199.5,7034.01,7199.5,1208.19,1226.17,1208.19,1225.83,2657.36,2672.08,2649.58,2662.84,50.382,52.904,49.611,52.537,22.908,24.41,22.725,23.997,1336.44,1337.23,1322.79,1324.96,#N/A N/A,#N/A N/A,#N/A N/A,51.05,90.085,90.594,90.071,90.46
6/4/2018,6616,6620,6418,6463,21633.73,21742.84,21550.42,21567.52,12489.88,12658.85,12480.55,12520.16,29750.24,29980.56,29608.33,29844.94,12242.94,12290.03,12202.05,12241.27,7199.5,7214.02,7163.11,7183.64,1225.76,1229.33,1221.5,1227.41,2645.82,2656.88,2586.27,2604.47,51.921,52.875,49.782,50.329,24.211,25.107,23.863,24.293,1324.96,1335.51,1319.92,1333.03,#N/A N/A,#N/A N/A,#N/A N/A,50.35,90.368,90.597,90.067,90.108
9/4/2018,6474,6626,6470,6506,21534.33,21737.09,21517.77,21678.26,12520.16,12591,12434.08,12511.18,30104.32,30514.8,29909.37,30229.58,12311.02,12371.11,12205.39,12261.75,7183.64,7209.68,7145.57,7194.75,1227.2,1233.43,1227.2,1230.46,2617.18,2653.55,2610.79,2613.16,50.611,51.542,49.247,49.858,24.238,24.479,22.934,23.186,1333.92,1336.88,1326.95,1335.34,#N/A N/A,#N/A N/A,#N/A N/A,50.5,90.134,90.273,89.818,89.838
10/4/2018,6500,6661,6484,6634,21599.67,21933.99,21542.37,21794.32,12511.18,12839.5,12492.18,12837.96,30205.09,30806.86,30163.09,30728.74,12389.9,12428.9,12334.95,12397.32,7194.75,7266.75,7194.75,7266.75,1235.02,1236.53,1230.46,1232.97,2638.41,2665.45,2635.78,2656.87,50.02,51.172,47.85,48.99,22.9,23.165,21.31,21.869,1335.34,1341.04,1331.18,1339.57,#N/A N/A,#N/A N/A,#N/A N/A,50.79,89.827,89.97,89.544,89.587
11/4/2018,6634,6673,6561,6602,21819.09,21837.36,21687.1,21687.1,12837.96,12983.04,12805.51,12888.64,30761.23,31021.12,30723.07,30897.71,12372.07,12381.53,12256.59,12293.97,7266.75,7270.28,7243.32,7257.14,1237.15,1237.15,1229.27,1235.87,2643.89,2661.43,2639.25,2642.19,49.398,49.806,45.693,46.972,21.846,22.511,20.892,21.249,1339.57,1365.22,1338.78,1358.31,#N/A N/A,#N/A N/A,#N/A N/A,51.09,89.584,89.67,89.355,89.568
12/4/2018,6610,6704,6601,6681,21657.87,21719.43,21591.39,21660.28,12888.64,12892.11,12702.82,12717.32,31094.11,31094.11,30637.14,30831.28,12282.39,12434.24,12263.7,12415.01,7257.14,7266.64,7240.76,7258.34,1234.97,1242.42,1233.64,1241.43,2653.83,2674.72,2653.83,2663.99,46.789,49.189,46.243,48.574,21.034,21.927,20.019,20.548,1358.31,1358.63,1335.78,1338.11,#N/A N/A,#N/A N/A,#N/A N/A,50.76,89.499,89.96,89.443,89.751
13/4/2018,6680,6723,6617,6651,21801.41,21917.35,21746.69,21778.74,12717.32,12832.6,12573.37,12596.33,31076.76,31076.76,30707.77,30808.38,12461.31,12523.97,12411.65,12442.4,7258.34,7274.99,7249.07,7264.56,1246.34,1248.59,1241.07,1244.05,2676.9,2680.26,2645.05,2656.3,47.903,48.522,45.266,46.596,20.468,21.041,19.599,19.855,1338.11,1347.18,1333.54,1346.2,#N/A N/A,#N/A N/A,#N/A N/A,50.69,89.757,89.884,89.664,89.8
16/4/2018,6684,6732,6651,6723,21843.55,21879.69,21775.61,21835.53,12596.33,12599.05,12249.65,12298.17,30849.72,30849.72,30190.75,30315.59,12478.99,12487.04,12375.63,12391.41,7264.56,7265.83,7195.46,7198.2,1232.84,1248.51,1232.84,1247.78,2670.1,2686.49,2665.16,2677.84,46.832,48.065,44.523,44.523,19.749,21.144,19.405,19.613,1346.43,1350.56,1340.34,1348.02,#N/A N/A,#N/A N/A,#N/A N/A,50.66,89.796,89.85,89.389,89.425
17/4/2018,6716,6856,6711,6840,21801.83,21889.89,21772.42,21847.59,12298.17,12359.65,12129.79,12142.8,30354.89,30477.79,30012.7,30062.75,12443.2,12614.25,12417.26,12585.57,7198.2,7240.41,7189.85,7226.05,1251.28,1251.3,1243.25,1249.2,2692.74,2713.34,2692.05,2706.39,44.707,45.841,41.984,43.041,19.429,19.918,18.103,18.947,1348.02,1349.48,1337.77,1346.88,#N/A N/A,#N/A N/A,#N/A N/A,50.61,89.416,89.666,89.229,89.516
18/4/2018,6843,6878,6809,6855,21929.01,22194.11,21914.96,22158.2,12142.8,12306.84,12045.5,12190.16,30469.95,30487.17,29979.4,30284.25,12597.58,12640.25,12548.45,12590.83,7226.05,7325.59,7226.05,7317.34,1252.75,1254.61,1245.31,1247.4,2710.11,2717.49,2703.63,2708.64,43.086,44.367,41.141,44.138,18.595,18.746,16.544,18.543,1346.89,1355.73,1342.35,1351.91,#N/A N/A,#N/A N/A,#N/A N/A,50.52,89.499,89.777,89.448,89.623
19/4/2018,6868,6878,6768,6792,22231.86,22360.65,22176.86,22191.18,12190.16,12412.27,12190.16,12376.65,30532.95,30761.47,30451,30708.44,12595.61,12595.61,12534.63,12567.42,7317.34,7340.73,7309.42,7328.92,1251.99,1253.72,1249.9,1253.07,2701.16,2702.84,2681.9,2693.13,43.953,49.218,43.259,47.82,18.462,19.72,18.021,18.657,1351.91,1354.77,1341.03,1346.52,#N/A N/A,#N/A N/A,#N/A N/A,50.7,89.621,89.952,89.504,89.94
20/4/2018,6791,6801,6660,6689,22148.22,22261.35,22076.63,22162.24,12376.65,12397.86,12175.62,12247.25,30647.94,30848.47,30355.79,30418.33,12555.96,12585.37,12490.77,12540.5,7328.92,7368.17,7323.31,7368.17,1252.17,1256.14,1250.08,1254.49,2692.56,2693.94,2660.61,2670.14,47.776,50.077,47.204,49.869,18.591,19.377,18.307,18.307,1346.52,1347.05,1334,1336.36,#N/A N/A,#N/A N/A,#N/A N/A,50.69,89.906,90.477,89.888,90.316
23/4/2018,6724,6742,6631,6680,22157.88,22204.86,22065.52,22088.04,12247.25,12360.08,12202.5,12347.76,30327.03,30481.86,30184.45,30254.4,12538.16,12588.23,12466.47,12572.39,7368.17,7404.11,7359.73,7398.87,1256.93,1265.6,1253.72,1258.35,2675.4,2682.86,2657.99,2670.29,50.012,51.958,49.298,49.463,18.161,18.86,16.561,16.726,1334.43,1335.57,1322.28,1323.71,#N/A N/A,#N/A N/A,#N/A N/A,51.02,90.354,90.985,90.32,90.946
24/4/2018,6677,6730,6482,6540,22228.82,22304.69,22149.59,22278.12,12347.76,12686.61,12347.76,12618.66,30353.83,30665.1,30335.29,30636.24,12602.41,12647.16,12481.3,12550.82,7398.87,7439.58,7397.29,7425.4,1257.32,1264.31,1256.34,1261.41,2680.8,2683.55,2617.32,2634.56,49.254,52.496,47.548,52.287,16.809,18.815,15.808,18.11,1323.71,1332.65,1322.11,1331.96,#N/A N/A,#N/A N/A,#N/A N/A,50.58,90.925,91.076,90.71,90.766
25/4/2018,6541,6589,6445,6569,22118.62,22228.78,22080.76,22215.32,12618.66,12626.26,12487.56,12516.96,30486.86,30507.19,30244.16,30328.15,12456.82,12484.78,12312.27,12422.3,7425.4,7427.13,7334.64,7379.32,1261.89,1263.02,1253.75,1258.22,2634.92,2645.3,2612.67,2639.4,51.726,54.154,50.185,53.604,17.671,18.845,17.169,17.906,1331.96,1332.75,1318.83,1322.34,#N/A N/A,#N/A N/A,#N/A N/A,50.65,90.758,91.261,90.75,91.172
26/4/2018,6600,6762,6575,6748,22278.77,22381.66,22265.2,22319.61,12516.96,12544.1,12191.86,12254.96,30378.15,30463.42,29871.2,30007.68,12395.9,12503.22,12383.95,12500.47,7379.32,7421.43,7355,7421.43,1260.9,1264.27,1257.47,1263.12,2651.65,2676.48,2647.16,2666.94,53.646,54.591,49.126,49.717,18.114,18.976,17.602,18.14,1322.34,1326.59,1315.36,1317.64,#N/A N/A,#N/A N/A,#N/A N/A,50.68,91.207,91.637,90.956,91.561
27/4/2018,6760,6784,6640,6683,22466.66,22495.56,22357.53,22467.87,12254.96,12321.3,12023.71,12192.25,30300.83,30336,30019.12,30280.67,12572.72,12627.71,12518.03,12580.87,7421.43,7507.12,7421.28,7502.21,1263.15,1276.37,1263.15,1272.26,2675.47,2677.35,2659.01,2669.91,49.877,50.059,46.713,47.101,18.119,18.419,16.424,16.588,1317.64,1325.33,1315.48,1324,#N/A N/A,#N/A N/A,#N/A N/A,50.34,91.561,91.986,91.489,91.542
30/4/2018,6688,6732,6613,6627,22466.66,22495.56,22357.53,22467.87,12254.96,12321.3,12023.71,12192.25,30530.4,30853.13,30483.91,30808.45,12606.27,12622.93,12563.74,12612.11,7502.21,7546.16,7497.11,7509.3,1273.41,1278.8,1273.41,1276.54,2675.05,2682.92,2648.04,2648.05,47.093,47.856,44.466,46.114,16.644,16.99,15.63,16.875,1322.79,1325.5,1310.27,1317.16,#N/A N/A,#N/A N/A,#N/A N/A,50.5,91.541,91.919,91.482,91.841
1/5/2018,6622,6752,6593,6706,22453.42,22519.45,22411.43,22508.03,12254.96,12321.3,12023.71,12192.25,30530.4,30853.13,30483.91,30808.45,12606.27,12622.93,12563.74,12612.11,7509.3,7549.07,7506.57,7520.36,1273.41,1278.8,1273.41,1276.54,2643.64,2655.27,2625.41,2654.8,46.27,46.822,45.234,45.811,16.233,16.789,15.809,16.243,1317.16,1320.57,1301.79,1307.15,#N/A N/A,#N/A N/A,#N/A N/A,50.21,91.805,92.566,91.799,92.449
2/5/2018,6731,6742,6641,6648,22568.19,22568.19,22426.55,22472.78,12192.25,12281.25,12116.39,12194.34,30782.21,30824.77,30570.81,30723.88,12610.78,12827.54,12605.38,12802.25,7520.36,7572.98,7519.62,7543.2,1281.16,1281.57,1264.29,1268.09,2654.24,2660.87,2631.7,2635.67,46.2,48.204,45.224,47.608,16.056,17.785,15.446,17.785,1307.15,1311.98,1303.68,1305.38,#N/A N/A,#N/A N/A,#N/A N/A,50.16,92.483,92.834,92.223,92.512
3/5/2018,6648,6684,6554,6679,22568.19,22568.19,22426.55,22472.78,12194.34,12282.51,12059.69,12257.87,30405.48,30432.07,30118.65,30313.37,12775.66,12798.16,12665.33,12690.15,7543.2,7555.18,7492.39,7502.69,1268.31,1268.31,1257.33,1260.78,2628.08,2637.14,2594.62,2629.73,48.021,48.769,45.502,46.557,17.759,18.005,16.811,17.363,1305.38,1318.17,1303.96,1312.66,#N/A N/A,#N/A N/A,#N/A N/A,50.61,92.753,92.76,92.345,92.414
4/5/2018,6682,6803,6626,6790,22568.19,22568.19,22426.55,22472.78,12257.87,12274.87,12138.07,12153.37,30316.98,30341.46,29859.3,29926.5,12733.19,12819.6,12707.86,12819.6,7502.69,7570.22,7502.69,7567.14,1263.31,1263.31,1250.06,1250.91,2621.45,2670.93,2615.32,2663.42,46.128,46.348,44.125,44.669,16.79,18.25,16.762,17.059,1312.66,1315.44,1308.06,1314.5,#N/A N/A,#N/A N/A,#N/A N/A,51.28,92.42,92.9,92.354,92.566
7/5/2018,6803,6866,6798,6842,22513.22,22513.48,22350.91,22467.16,12153.37,12354.69,12125.66,12347.02,30102.06,30138.33,29791.87,29994.26,12827.43,12961.05,12813.55,12948.14,7502.69,7570.22,7502.69,7567.14,1256.29,1263.47,1252.62,1262.8,2669.36,2683.35,2664.7,2672.63,45.06,45.654,43.962,44.863,17.283,17.373,16.165,17.137,1313.46,1319.1,1310.04,1313.94,#N/A N/A,#N/A N/A,#N/A N/A,51.61,92.588,92.974,92.448,92.749
8/5/2018,6837,6853,6787,6837,22440.65,22566.68,22423.23,22508.69,12347.02,12636.22,12345.39,12571.21,30123.77,30444.22,30123.77,30402.81,12924.23,12933.67,12855.09,12912.21,7567.14,7598.51,7550.44,7565.75,1266.71,1266.71,1258.69,1260.57,2670.26,2676.34,2655.2,2671.92,44.676,47.22,44.07,46.249,16.913,17.1,15.169,15.169,1313.94,1317.13,1306.14,1314.18,#N/A N/A,#N/A N/A,#N/A N/A,51.15,92.725,93.28,92.654,93.12
9/5/2018,6841,6918,6827,6913,22463.01,22478.64,22364.75,22408.88,12571.21,12577.16,12492.34,12547.92,30452.16,30568.76,30346.62,30536.14,12917.82,12962.52,12890.38,12943.06,7565.75,7662.52,7565.75,7662.52,1258.49,1265.01,1257.71,1261.42,2678.12,2701.27,2674.14,2697.79,45.874,48.801,45.807,47.009,15.275,15.74,14.54,15.574,1314.18,1317.88,1304.34,1312.41,#N/A N/A,#N/A N/A,#N/A N/A,52.16,93.049,93.416,92.841,93.04
10/5/2018,6913,6988,6908,6982,22482.51,22530.64,22418.75,22497.18,12547.92,12654.6,12531.33,12613.91,30716.97,30851.3,30712.93,30809.22,12975.09,13034.21,12928.51,13022.87,7662.52,7706.87,7631.58,7700.97,1265.49,1266.58,1254.08,1255.34,2705.02,2726.11,2704.54,2723.07,46.6,46.804,42.607,42.79,15.325,18.242,14.252,14.416,1312.41,1322.9,1310.86,1319.56,#N/A N/A,#N/A N/A,#N/A N/A,52.51,93.116,93.164,92.541,92.65
11/5/2018,6973,6996,6947,6978,22573.95,22769.16,22545.47,22758.48,12613.91,12662.02,12566.96,12573.73,31151.8,31277.39,31032.44,31122.06,13023,13033.3,12964,13001.24,7700.97,7728.89,7691.69,7724.55,1257.14,1264.06,1255.47,1263.59,2722.7,2732.86,2717.45,2727.72,42.563,43.734,41.09,42.844,14.479,14.762,13.035,13.093,1319.57,1326.03,1316.63,1319.3,#N/A N/A,#N/A N/A,#N/A N/A,52.7,92.721,92.837,92.369,92.537
14/5/2018,6982,7032,6977,6992,22705.3,22894.76,22683.64,22865.86,12573.73,12776.57,12573.73,12746.29,31498.36,31592.56,31423.57,31541.08,13009.83,13015.1,12927.24,12977.71,7724.55,7727.96,7688.57,7710.98,1265.08,1265.38,1257.18,1260.47,2733.37,2742.1,2725.47,2730.13,43.003,45.268,41.752,45.268,12.91,13.991,12.639,13.043,1318.35,1322.4,1317.96,1319.27,#N/A N/A,#N/A N/A,#N/A N/A,53.03,92.526,92.69,92.243,92.587
15/5/2018,6991,6995,6873,6909,22889.47,22912.06,22805.72,22818.02,12746.29,12788.54,12648,12740.5,31573.18,31573.18,31152.03,31152.03,12947.97,13006.34,12918.29,12970.04,7710.98,7752.02,7687.49,7722.98,1260.72,1272.12,1255.07,1258.21,2718.59,2718.59,2701.91,2711.45,44.902,50.595,44.513,49.575,12.822,13.433,11.635,12.655,1319.27,1319.41,1291,1291.51,#N/A N/A,#N/A N/A,#N/A N/A,53.5,92.657,93.457,92.607,93.219
16/5/2018,6908,6971,6896,6956,22730.12,22796.14,22695.84,22717.23,12740.5,12740.5,12559.5,12574.16,31014.72,31218.08,30818.78,31110.2,12983.49,13030.76,12960.53,12996.33,7722.98,7745.53,7717.76,7734.2,1252.94,1258.55,1246.36,1252.58,2712.62,2727.76,2712.17,2722.46,49.021,51.084,47.849,50.714,12.531,13.039,11.589,11.897,1291.52,1296.96,1286.46,1291.75,#N/A N/A,#N/A N/A,#N/A N/A,53.45,93.29,93.632,93.135,93.392
17/5/2018,6955,6980,6897,6925,22820.62,22887.03,22799.16,22838.37,12574.16,12608.11,12463.57,12482.94,31416.71,31416.71,30942.15,30942.15,12985.14,13114.63,12981.89,13114.61,7734.2,7788.23,7713.85,7787.97,1256.51,1256.9,1243.5,1245.64,2719.71,2731.96,2711.36,2720.13,50.736,54.428,49.996,54.243,11.752,13.848,11.55,13.311,1291.75,1294.46,1285.24,1291.49,#N/A N/A,#N/A N/A,#N/A N/A,54.07,93.294,93.565,93.118,93.469
18/5/2018,6931,6954,6884,6894,22907.2,22954.19,22867.3,22930.36,12482.94,12659.68,12412.95,12659.68,31033.97,31148.06,30904.68,31047.91,13115.63,13133.19,13051.13,13077.72,7787.97,7791.41,7753.27,7778.79,1244.93,1244.93,1231.72,1232.67,2717.35,2719.5,2709.18,2712.97,54.2,55.127,50.483,50.506,13.19,14.862,12.967,13.968,1291.49,1294.24,1286.16,1293.04,#N/A N/A,#N/A N/A,#N/A N/A,54.26,93.52,93.83,93.34,93.637
21/5/2018,6918,6977,6903,6936,22937.58,23050.39,22935.31,23002.37,12659.68,12767.55,12645.01,12674.1,31232.79,31464.1,31232.79,31234.35,13115.63,13133.19,13051.13,13077.72,7778.79,7868.12,7778.12,7859.17,1232.68,1234.24,1218.97,1220.23,2725.95,2739.19,2725.7,2733.01,51.082,51.452,48.246,48.984,13.399,14.334,12.736,14.007,1290.8,1292.14,1282.18,1289.91,#N/A N/A,#N/A N/A,#N/A N/A,54.81,93.689,94.058,93.512,93.677
22/5/2018,6932,6975,6911,6930,23025.95,23031.67,22952.87,22960.34,12674.1,12674.92,12493.61,12578.92,31232.79,31464.1,31232.79,31234.35,13132.56,13204.31,13061.77,13169.92,7859.17,7903.5,7854.58,7877.45,1220.01,1227.5,1216.22,1226.57,2738.34,2742.24,2721.88,2724.44,48.615,50.44,48.176,48.962,13.718,14.599,13.058,14.332,1289.91,1296.21,1288.01,1294.27,#N/A N/A,#N/A N/A,#N/A N/A,54.54,93.539,93.734,93.291,93.609
23/5/2018,6927,6981,6851,6978,22868.79,22949.73,22649.85,22689.74,12578.92,12579.78,12378.82,12381.73,31191.87,31191.87,30665.64,30665.64,13138.83,13148.05,12929.9,12976.84,7877.45,7877.45,7765.32,7788.44,1225.33,1226.82,1213.18,1214.65,2713.98,2733.33,2709.54,2733.29,48.385,48.986,44.143,45.938,14.125,16.532,14.043,15.822,1294.27,1298.62,1288.01,1290.56,#N/A N/A,#N/A N/A,#N/A N/A,53.99,93.555,94.188,93.514,94.003
24/5/2018,6978,6995,6907,6978,22621.29,22644.69,22366.6,22437.01,12381.73,12399.21,12260.29,12273.93,30718.66,30788.97,30589.38,30760.41,12955.94,13006.44,12801.82,12855.09,7788.44,7803.45,7716.74,7716.74,1219.28,1225.35,1212.88,1222.94,2730.94,2731.97,2707.38,2727.76,46.892,48.619,45.941,46.49,15.922,16.558,14.431,14.615,1290.56,1306.69,1289.04,1304.8,#N/A N/A,#N/A N/A,#N/A N/A,53.76,93.878,93.978,93.608,93.775
25/5/2018,6980,7023,6965,6981,22380.22,22509.36,22318.15,22450.79,12273.93,12347.54,12211.69,12258.96,30664.27,30736.97,30525.74,30588.04,12917.15,13002.47,12852.17,12938.01,7716.74,7753.32,7703.26,7730.28,1226.23,1238,1225.69,1235.39,2723.6,2727.36,2714.99,2721.33,46.527,47.334,44.053,45.148,14.637,16.103,14.021,15.885,1304.8,1307.81,1301.68,1303.69,#N/A N/A,#N/A N/A,#N/A N/A,52.8,93.799,94.298,93.751,94.253
