,NQ1 Index,,NKY Index,,XIN9I Index,,HSI Index,,DAX Index,,UKX Index,,MXIN Index,,SPX Index,,USYC2Y10 Index,,USYC1030 Index,,XAU Curncy,,CLZ3 Comdty,,DXY Curncy,
Dates,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST
15/12/2022,11888,11461,27991.14,28051.7,13184.67,13170.4,19612.67,19368.59,14351.31,13986.23,7495.93,7426.17,2131.26,2111.31,3958.37,3895.75,-74.053,-79.41,3.59,4.289,1808.42,1776.9,#N/A N/A,73.54,103.67,104.558
16/12/2022,11452,11350,27706.7,27527.12,13170.4,13228.81,19343.7,19450.67,13978.44,13893.07,7426.17,7332.12,2101.04,2090.73,3890.91,3852.36,-78.377,-70.234,4.076,5.11,1776.91,1793.08,#N/A N/A,72.46,104.461,104.701
19/12/2022,11340,11202,27279.92,27237.64,13228.81,13063.17,19472.21,19352.81,13934.75,13942.87,7332.12,7361.31,2092.57,2109.67,3853.79,3817.66,-70.805,-67.527,3.182,4.373,1791.9,1790.07,#N/A N/A,73,104.837,104.721
20/12/2022,11194,11186,27257.35,26568.03,13063.17,12777.33,19156.94,19094.8,13829.9,13884.66,7361.31,7370.62,2103.37,2106.61,3810.47,3821.62,-66.817,-57.701,3.966,5.076,1790.07,1818.04,#N/A N/A,73.68,104.766,103.965
21/12/2022,11220,11346,26547.17,26387.72,12777.33,12840.42,19190.91,19160.49,13944.69,14097.82,7370.62,7497.32,2112.28,2083.26,3839.49,3878.44,-56.425,-55.703,5.4,4.971,1818.04,1816.93,#N/A N/A,74.86,103.953,104.162
22/12/2022,11368,11067,26552.43,26507.87,12840.42,12928.63,19537.45,19679.22,14113.01,13914.07,7497.32,7469.28,2093.22,2073.36,3853.26,3822.39,-55.703,-59.5,4.516,5.483,1816.93,1793.07,#N/A N/A,74.07,104.221,104.433
23/12/2022,11073,11089,26207.77,26235.25,12928.63,12916.5,19382.23,19593.06,13945.59,13940.93,7469.28,7473.01,2068.29,2024.77,3815.11,3844.82,-59.949,-57.818,5.399,7.343,1793.07,1798.2,#N/A N/A,76.4,104.404,104.314
26/12/2022,11073,11089,26299.54,26405.87,12916.5,12869.82,19382.23,19593.06,13945.59,13940.93,7469.28,7473.01,2027.19,2052.03,3815.11,3844.82,-57.818,-57.818,7.257,7.257,1793.07,1798.2,#N/A N/A,76.4,104.404,104.314
27/12/2022,11128,10935,26570.78,26447.87,12869.82,13027.31,19382.23,19593.06,14047.42,13995.1,7469.28,7473.01,2061.39,2068.72,3843.34,3829.25,-59.206,-53.945,7.042,8.069,1801.68,1813.88,#N/A N/A,76.63,104.104,104.179
28/12/2022,10935,10793,26309.34,26340.5,13027.31,13016.72,19787.94,19898.91,14013.72,13925.6,7473.01,7497.19,2064.14,2070.12,3829.56,3783.22,-53.945,-47.469,7.715,8.368,1813.87,1805.7,#N/A N/A,76.35,104.329,104.463
29/12/2022,10809,11055,26074.9,26093.67,13016.72,12928.41,19648.4,19741.14,13890.81,14071.72,7497.19,7512.72,2060.93,2076.77,3805.45,3849.28,-47.986,-55.528,8.434,7.815,1805.7,1818.96,#N/A N/A,75.6,104.371,103.836
30/12/2022,11056,11045,26288,26094.5,12928.41,13004.11,20030.85,19781.41,14005.84,13923.59,7512.72,7451.74,2086.8,2068.57,3829.06,3839.5,-55.377,-55.723,7.966,8.162,1818.97,1824.02,#N/A N/A,77.31,103.952,103.522
2/1/2023,11056,11045,26288,26094.5,12928.41,13004.11,20030.85,19781.41,13992.71,14069.26,7512.72,7451.74,2072.9,2077.5,3829.06,3839.5,-55.723,-55.723,8.441,8.441,1818.97,1824.02,#N/A N/A,77.31,103.952,103.522
3/1/2023,11152,10973,26288,26094.5,13004.11,12976.97,19570.43,20145.29,14116.07,14181.67,7451.74,7554.09,2074.88,2081.56,3853.29,3824.14,-56.783,-63.514,12.813,9.628,1828.02,1839.26,#N/A N/A,74.97,103.673,104.518
4/1/2023,10967,11029,25834.93,25716.86,12976.97,13009.41,20319.98,20793.11,14266.98,14490.78,7554.09,7585.19,2081.65,2059.44,3840.36,3852.97,-63.239,-67.273,9.241,10.921,1839.25,1850.59,#N/A N/A,72.28,104.579,104.248
5/1/2023,11020,10851,25825.5,25820.8,13009.41,13331.23,21295.87,21052.17,14451.23,14436.31,7585.19,7633.45,2066.48,2057.78,3839.74,3808.1,-67.4,-74.361,10.932,7.036,1850.59,1833.99,#N/A N/A,72.95,104.077,105.042
6/1/2023,10869,11146,25740.08,25973.85,13331.23,13376.91,21220.89,20991.64,14476.72,14610.02,7633.45,7699.49,2059.4,2041.52,3823.37,3895.08,-73.778,-70.16,6.849,12.754,1833.99,1865.69,#N/A N/A,73.14,105.049,103.879
9/1/2023,11168,11222,25740.08,25973.85,13376.91,13506.95,21295.94,21388.34,14650.73,14792.83,7699.49,7724.94,2053.19,2069.57,3910.82,3892.09,-69.687,-68.186,12.746,12.045,1868.3,1871.93,#N/A N/A,74.16,103.935,103.001
10/1/2023,11222,11320,26176.61,26175.56,13506.95,13521.65,21370.42,21331.46,14741.97,14774.6,7724.94,7694.49,2071.9,2052.75,3888.57,3919.25,-68.161,-63.468,12.763,12.954,1871.94,1874.32,#N/A N/A,74.28,103.29,103.236
11/1/2023,11320,11516,26362.21,26446,13521.65,13531.78,21463.82,21436.05,14805.4,14947.91,7694.49,7724.98,2054.3,2045.66,3932.35,3969.61,-64.117,-68.291,12.913,12.478,1874.32,1873.85,#N/A N/A,76.1,103.221,103.188
12/1/2023,11512,11575,26524.94,26449.82,13531.78,13544.32,21599.82,21514.1,14972.28,15058.3,7724.98,7794.04,2049.51,2042.32,3977.57,3983.17,-67.972,-70.7,12.627,12.588,1873.85,1897.75,#N/A N/A,76.77,103.063,102.246
13/1/2023,11566,11650,26391.78,26119.52,13544.32,13794.93,21605.07,21738.66,15063.21,15086.52,7794.04,7844.07,2043.08,2053.46,3960.6,3999.09,-69.656,-73.075,13.055,10.307,1897.75,1920.23,#N/A N/A,77.81,102.209,102.204
16/1/2023,11566,11650,25836.67,25822.32,13794.93,14001.55,21818.65,21746.72,15112.05,15134.04,7844.07,7860.07,2057.93,2046.51,3960.6,3999.09,-73.495,-73.495,10.307,10.307,1919.11,1913.93,#N/A N/A,77.81,102.176,102.204
17/1/2023,11661,11672,25915.51,26138.68,14001.55,13935.75,21678.05,21577.64,15130.03,15187.07,7860.07,7851.03,2049.71,2062.54,3999.28,3990.97,-71.498,-66.343,11.412,10.562,1913.94,1907.2,#N/A N/A,77.6,102.324,102.39
18/1/2023,11659,11525,26251.34,26791.12,13935.75,13885.92,21514.8,21678,15182.95,15181.8,7851.03,7830.7,2065.36,2071.28,4002.25,3928.86,-65.87,-71.686,10.739,16.257,1907.21,1905.28,#N/A N/A,77.33,102.458,102.363
19/1/2023,11525,11407,26541.08,26405.23,13885.92,13906.53,21452.26,21650.98,15115.55,14920.36,7830.7,7747.29,2065.1,2063.78,3911.84,3898.85,-71.351,-73.707,15.975,16.616,1905.29,1920.15,#N/A N/A,78.2,102.387,102.058
20/1/2023,11450,11729,26346.69,26553.53,13906.53,13958.4,21812.46,22044.65,14986.52,15033.56,7747.29,7770.59,2063.46,2051.25,3909.04,3972.61,-73.583,-69.573,16.394,17.045,1920.17,1926.08,#N/A N/A,79,102.077,102.012
23/1/2023,11729,11991,26880.21,26906.04,13906.53,13958.4,21812.46,22044.65,15077.4,15102.95,7770.59,7784.67,2059.41,2059.71,3978.14,4019.81,-70.053,-71.964,17.009,15.955,1926.14,1923.93,#N/A N/A,79.51,101.936,102.138
24/1/2023,11993,11968,27150.43,27299.19,13906.53,13958.4,21812.46,22044.65,15140.5,15093.11,7784.67,7757.36,2067.21,2057.54,4001.74,4016.95,-71.779,-76.179,16.509,14.877,1923.93,1933.94,#N/A N/A,78.13,101.987,101.918
25/1/2023,12028,11933,27175.88,27395.01,13906.53,13958.4,21812.46,22044.65,15095.72,15081.64,7757.36,7744.87,2053.7,2029.98,3982.71,4016.22,-76.883,-68.959,15.056,14.661,1933.93,1937.36,#N/A N/A,77.91,101.996,101.641
26/1/2023,11936,12169,27444.64,27362.75,13906.53,13958.4,22386.37,22566.78,15146.29,15132.85,7744.87,7761.11,2053.7,2029.98,4036.08,4060.43,-68.548,-69.386,14.965,13.13,1937.36,1926.7,#N/A N/A,78.38,101.581,101.839
27/1/2023,12109,12287,27428.41,27382.56,13906.53,13958.4,22614.92,22688.9,15115.75,15150.03,7761.11,7765.15,2028.12,1987.13,4053.72,4070.56,-68.67,-70.176,13.562,11.106,1926.7,1928.04,#N/A N/A,77.07,101.716,101.927
30/1/2023,12293,12036,27384.77,27433.4,13958.4,14065.15,22579.88,22069.73,15070.3,15126.08,7765.15,7784.87,1987.82,1983.29,4049.27,4017.77,-70.425,-70.367,10.902,10.994,1928.66,1924.42,#N/A N/A,75.57,101.938,102.276
31/1/2023,12052,12221,27458.56,27327.11,14065.15,13885.97,22190.27,21842.33,15081.17,15128.27,7784.87,7771.7,1990.2,1985.48,4020.85,4076.6,-70.245,-69.841,10.789,11.978,1924.41,1929.63,#N/A N/A,76.69,102.191,102.097
1/2/2023,12186,12487,27483.41,27346.88,13885.97,13977.33,21920.8,22072.18,15125.12,15180.74,7771.7,7761.11,2001.9,1973.33,4070.07,4119.21,-69.721,-69.587,12.022,14.186,1929.63,1925.68,#N/A N/A,74.55,102.099,101.217
2/2/2023,12610,12923,27453.67,27402.05,13977.33,13929.28,22276.23,21958.36,15275,15509.19,7761.11,7820.16,1961.99,1966.87,4158.68,4179.76,-68.398,-71.561,15.243,14.655,1925.69,1912.24,#N/A N/A,74.31,100.843,101.75
3/2/2023,12820,12703,27455.03,27509.46,13929.28,13747.93,21811.08,21660.47,15408.4,15476.43,7820.16,7901.8,1973.71,1981.74,4136.69,4136.48,-71.078,-76.997,15.143,8.562,1912.25,1864.97,#N/A N/A,72.09,101.829,102.915
6/2/2023,12658,12598,27764.66,27693.65,13747.93,13542.66,21349.17,21222.16,15367.04,15345.91,7901.8,7836.71,1979.64,1973.42,4119.57,4111.08,-79.257,-83.875,7.863,2.804,1868.07,1866.05,#N/A N/A,72.94,103.101,103.621
7/2/2023,12602,12864,27744.9,27685.47,13542.66,13561.4,21288.39,21298.7,15359.59,15320.88,7836.71,7864.71,1973.91,1968.22,4105.35,4164,-83.479,-79.506,3.221,3.376,1866.05,1880.68,#N/A N/A,75.12,103.533,103.427
8/2/2023,12843,12631,27690.74,27606.46,13561.4,13505.84,21283.9,21283.52,15450.67,15412.05,7864.71,7885.17,1970.78,1987.98,4153.47,4117.86,-79.253,-81.523,3.434,5.192,1880.68,1875.81,#N/A N/A,76.21,103.27,103.409
9/2/2023,12636,12513,27453.4,27584.35,13505.84,13673.64,21154.25,21624.36,15560.15,15523.42,7885.17,7911.15,1987.89,1987.72,4144.25,4081.5,-81.823,-82.829,5.84,6.281,1875.82,1868.5,#N/A N/A,75.7,103.461,103.221
10/2/2023,12531,12434,27711.25,27670.98,13673.64,13589.25,21559.44,21190.42,15438.94,15307.98,7911.15,7882.45,1981.59,1982.39,4068.92,4090.46,-82.512,-78.939,6.179,7.125,1868.51,1865.57,#N/A N/A,77.08,103.305,103.63
13/2/2023,12449,12634,27550.35,27427.32,13589.25,13737.28,20910.08,21164.42,15322.06,15397.34,7882.45,7947.6,1980.46,1966.2,4096.62,4137.29,-77.522,-82.226,7.766,6.742,1863.44,1851.59,#N/A N/A,77.55,103.578,103.345
14/2/2023,12637,12728,27705.37,27602.77,13737.28,13724.38,21235.92,21113.76,15419,15380.56,7947.6,7953.85,1971.83,1977.88,4126.7,4136.13,-81.635,-87.615,6.806,2.444,1851.6,1849.78,#N/A N/A,76.92,103.202,103.233
15/2/2023,12713,12828,27686.01,27501.86,13724.38,13619.03,21116.84,20812.17,15394.44,15506.34,7953.85,7997.83,1973.15,1989.47,4119.5,4147.6,-87.827,-83.431,2.444,3.233,1849.78,1835.01,#N/A N/A,76.61,103.22,103.923
16/2/2023,12834,12582,27654.72,27696.44,13619.03,13591.18,20947.07,20987.67,15612.43,15533.64,7997.83,8012.53,1997.45,1994.02,4114.75,4090.41,-82.257,-78.132,3.008,4.754,1835.01,1842.53,#N/A N/A,76.46,103.883,103.856
17/2/2023,12542,12490,27484.6,27513.13,13591.18,13401.76,20958.63,20719.81,15372.06,15482,8012.53,8004.36,1986.75,1982.97,4077.39,4079.09,-78.731,-80.665,4.855,4.483,1842.52,1842.36,#N/A N/A,74.56,104.195,103.862
20/2/2023,12542,12490,27497.13,27531.94,13401.76,13710.91,20681.47,20886.96,15524.16,15477.55,8004.36,8014.31,1984.21,1974.33,4077.39,4079.09,-80.643,-80.643,4.483,4.483,1840.01,1840.9,#N/A N/A,74.56,103.914,103.862
21/2/2023,12486,12201,27486.09,27473.1,13710.91,13713.57,20859.5,20529.49,15450.62,15397.62,8014.31,7977.75,1981.27,1971.06,4052.35,3997.34,-81.643,-77.435,2.968,1.34,1840.91,1836.82,#N/A N/A,74.52,103.911,104.176
22/2/2023,12216,12202,27265.99,27104.32,13713.57,13561.58,20512.49,20423.84,15342.6,15399.89,7977.75,7930.63,1962.42,1940.88,4001.83,3991.05,-78.527,-78.182,1.153,-0.722,1836.82,1833.28,#N/A N/A,72.74,104.128,104.585
23/2/2023,12276,12316,27265.99,27104.32,13561.58,13548.67,20339.15,20351.35,15453.29,15475.69,7930.63,7907.72,1942.49,1935.14,4018.6,4012.32,-78.405,-82.473,-1.253,-0.069,1833.28,1821.29,#N/A N/A,73.92,104.501,104.598
24/2/2023,12295,12105,27144.72,27453.48,13548.67,13355.63,20223.67,20010.04,15501.82,15209.74,7907.72,7878.66,1941.87,1931,3973.24,3970.04,-82.098,-87.654,-0.069,-2.109,1821.3,1811.04,#N/A N/A,74.47,104.547,105.214
27/2/2023,12116,12196,27322.73,27423.96,13355.63,13339.02,19821.03,19943.51,15351.63,15381.43,7878.66,7935.11,1925.9,1917.84,3992.36,3982.24,-88.177,-87.041,-2.959,0.83,1812.23,1818.64,#N/A N/A,73.64,105.231,104.673
28/2/2023,12214,12187,27515.34,27445.56,13339.02,13390.51,20020.17,19785.94,15299.79,15365.14,7935.11,7876.28,1916.47,1909.76,3977.19,3970.15,-86.859,-90.203,0.07,-1.169,1818.64,1829.36,#N/A N/A,74.59,104.629,104.869
1/3/2023,12156,12077,27363.57,27516.53,13390.51,13573.24,19849.97,20619.71,15399.91,15305.02,7876.28,7914.93,1911.24,1928.27,3963.34,3951.39,-90.293,-89.016,-1.591,-4.422,1829.36,1837.27,#N/A N/A,75.27,105.084,104.483
2/3/2023,12088,12177,27564.82,27498.87,13573.24,13529.41,20390.02,20429.46,15171.07,15327.64,7914.93,7944.04,1926.33,1916.41,3938.68,3981.35,-89.618,-83.564,-4.309,-6.806,1837.27,1833.81,#N/A N/A,75.9,104.4,105.027
3/3/2023,12163,12432,27683.26,27927.47,13529.41,13571.2,20703.14,20567.54,15430.66,15578.39,7944.04,7947.11,1930.52,1940.37,3998.02,4045.64,-83.4,-90.892,-6.448,-8.29,1833.81,1856.48,#N/A N/A,77.31,104.927,104.521
6/3/2023,12434,12450,28182.31,28237.78,13571.2,13462.3,20437.87,20603.19,15597.9,15653.58,7947.11,7929.79,1951.05,1954.99,4055.15,4048.42,-90.764,-93.466,1.296,-7.041,1853.21,1850.41,#N/A N/A,77.92,104.594,104.35
7/3/2023,12442,12299,28202.59,28309.16,13462.3,13305.08,20606.83,20534.48,15638.44,15559.53,7929.79,7919.48,1951.05,1954.99,4048.26,3986.37,-93.088,-104.896,-7.249,-9.745,1850.42,1817.15,#N/A N/A,75.47,104.297,105.615
8/3/2023,12310,12361,28237.21,28444.19,13305.08,13199.16,20256.89,20051.25,15528.81,15631.87,7919.48,7929.92,1950.8,1959.32,3987.55,3992.01,-105.224,-108.714,-10.204,-10.306,1817.16,1815.68,#N/A N/A,74.63,105.676,105.658
9/3/2023,12373,12138,28648.11,28623.15,13199.16,13118.81,20082.42,19925.74,15619.75,15633.21,7929.92,7879.98,1963.27,1941.22,3998.66,3918.32,-108.202,-97.309,-10.292,-5.975,1815.67,1829.37,#N/A N/A,73.71,105.621,105.309
10/3/2023,12134,11965,28385.29,28143.97,13118.81,12965.4,19580.78,19319.92,15369.67,15427.97,7879.98,7748.35,1927.18,1928.36,3912.77,3861.59,-94.087,-89.383,-5,0.399,1829.36,1868.26,#N/A N/A,74.55,105.127,104.576
13/3/2023,12014,12055,27886.21,27832.96,12965.4,13079.91,19411.88,19695.97,15435.16,14959.47,7748.35,7548.63,1930.46,1901.96,3835.12,3855.76,-82.037,-41.15,2.937,13.127,1883.94,1909.86,#N/A N/A,72.92,104.171,103.595
14/3/2023,12081,12338,27455.95,27222.04,13079.91,12995.57,19524.51,19247.96,15016.53,15232.83,7548.63,7637.11,1902.32,1889.36,3894.01,3919.29,-47.621,-56.744,12.947,10.834,1909.86,1906.83,#N/A N/A,70,103.671,103.597
15/3/2023,12332,12381,27421.66,27229.48,12995.57,12998.04,19523.49,19539.87,15175.44,14735.26,7637.11,7344.45,1901.43,1883.91,3876.74,3891.93,-60.28,-44.092,11.014,18.258,1906.83,1924.46,#N/A N/A,66.62,103.734,104.646
16/3/2023,12403,12720,26796.67,27010.61,12998.04,12920.16,19197.97,19203.91,14973.84,14967.1,7344.45,7410.03,1885.9,1886.56,3878.93,3960.28,-44.217,-58.854,17.87,11.402,1924.46,1916.33,#N/A N/A,67.47,104.628,104.418
17/3/2023,12714,12650,27232.23,27333.79,12920.16,12894.12,19439.84,19518.59,15073.76,14768.2,7410.03,7335.4,1901.07,1897.88,3958.69,3916.64,-59.341,-41.117,12.202,18.369,1916.34,1989.25,#N/A N/A,66.3,104.373,103.708
20/3/2023,12701,12698,27253.73,26945.67,12894.12,12841.31,19352.9,19000.71,14715.4,14933.38,7335.4,7403.85,1893.57,1885.1,3917.47,3951.57,-49.64,-49.786,17.399,17.516,1983.67,1977.69,#N/A N/A,67.04,103.661,103.281
21/3/2023,12710,12879,27253.73,26945.67,12841.31,13015.7,19118.87,19258.76,15062.06,15195.34,7403.85,7536.22,1892.06,1897.03,3975.89,4002.87,-51.439,-56.34,18.9,11.7,1977.7,1941.53,#N/A N/A,68.34,103.339,103.256
22/3/2023,12886,12720,27298.15,27466.61,13015.7,13076.4,19428.36,19591.43,15174.67,15216.19,7536.22,7566.84,1905.16,1904.19,4002.04,3936.97,-56.448,-50.68,11.124,21.191,1941.53,1946.25,#N/A N/A,69.36,103.191,102.346
23/3/2023,12711,12868,27232.97,27419.61,13076.4,13165.18,19619.74,20049.64,15178.25,15210.39,7566.84,7499.6,1899.55,1898.09,3959.21,3948.72,-51.235,-41.27,20.488,26.656,1946.25,1999.68,#N/A N/A,68.72,102.433,102.532
24/3/2023,12884,12906,27368.62,27385.25,13165.18,13104.84,19919.65,19915.68,15135.5,14957.23,7499.6,7405.45,1899.43,1882.56,3939.21,3970.99,-42.344,-39.864,27.001,26.479,1999.68,1978.21,#N/A N/A,68.12,102.601,103.116
27/3/2023,12937,12809,27482.39,27476.87,13104.84,13041.46,19851.79,19567.69,15133.68,15127.68,7405.45,7471.77,1887.22,1882.86,3982.93,3977.53,-41.596,-46.742,25.455,22.493,1971.44,1955.92,#N/A N/A,71.3,103.084,102.857
28/3/2023,12834,12755,27573.82,27518.25,13041.46,13065.9,19688.31,19784.65,15255.93,15142.02,7471.77,7484.25,1887.17,1874.83,3974.13,3971.27,-49.022,-51.901,22.949,19.597,1955.92,1969.1,#N/A N/A,71.64,102.71,102.43
29/3/2023,12769,12989,27549.37,27883.78,13065.9,13088.73,20348.64,20192.4,15242.52,15328.78,7484.25,7564.27,1875.58,1889.12,3999.53,4027.81,-51.696,-54.117,19.585,18.907,1969.11,1965.09,#N/A N/A,71.29,102.454,102.64
30/3/2023,12988,13108,27827.89,27782.93,13088.73,13250.37,20216.79,20309.13,15429.38,15522.4,7564.27,7620.43,1875.58,1889.12,4046.74,4050.83,-53.103,-57.692,19.251,17.852,1965.09,1983.23,#N/A N/A,72.41,102.621,102.144
31/3/2023,13111,13329,28009.22,28041.48,13250.37,13236.52,20583.88,20400.11,15568.37,15628.84,7620.43,7631.74,1903.89,1920.16,4056.18,4109.31,-55.838,-56.174,18.028,17.846,1983.23,1969.28,#N/A N/A,73.55,102.197,102.506
3/4/2023,13295,13303,28203.35,28188.15,13236.52,13214.92,20379.5,20409.18,15623.45,15580.92,7631.74,7673,1929.26,1924.26,4102.2,4124.51,-58.317,-55.639,17.022,21.027,1964.1,1987.05,#N/A N/A,76.91,102.63,102.093
4/4/2023,13292,13252,28213.93,28287.42,13214.92,13240.48,20364.36,20274.59,15639.02,15603.47,7673,7634.52,1929.26,1924.26,4128.03,4100.6,-55.826,-49.075,20.855,25.229,1987.04,2020.81,#N/A N/A,77.04,102.005,101.586
5/4/2023,13267,13114,28111.04,27813.26,13214.92,13240.48,20364.36,20274.59,15611.68,15520.17,7634.52,7662.94,1925.42,1937.15,4094.5,4090.38,-49.753,-48.14,24.586,25.376,2020.81,2021.43,#N/A N/A,77.01,101.517,101.852
6/4/2023,13105,13207,27589.14,27472.63,13240.48,13164.13,20146.22,20331.2,15530.2,15597.89,7662.94,7741.56,1935.28,1941.1,4081.15,4105.02,-47.666,-53.212,25.793,24.001,2021.43,2011.78,#N/A N/A,76.9,101.836,101.822
7/4/2023,13202,13209,27554.37,27518.31,13164.13,13217.63,20146.22,20331.2,15530.2,15597.89,7662.94,7741.56,1935.28,1941.1,4081.15,4105.02,-53.533,-59.017,23.936,20.766,2011.79,2007.91,#N/A N/A,76.9,101.901,102.092
10/4/2023,13220,13202,27658.52,27633.66,13217.63,13214.91,20146.22,20331.2,15530.2,15597.89,7662.94,7741.56,1946.26,1946.05,4085.2,4109.11,-57.459,-59.919,21.21,20.409,2001.73,1989.76,#N/A N/A,76.27,102.098,102.578
11/4/2023,13211,13120,27895.9,27923.37,13214.91,13137.38,20566.59,20485.24,15710.45,15655.17,7741.56,7785.72,1953.58,1954.28,4110.29,4108.94,-58.647,-59.833,21.113,18.972,1989.75,2006.24,#N/A N/A,77.73,102.492,102.204
12/4/2023,13124,12998,27985.93,28082.7,13137.38,13060.63,20481.53,20309.86,15689.14,15703.6,7785.72,7824.84,1959.33,1964.89,4121.72,4091.95,-60.208,-57.349,19.058,22.864,2006.23,2007.92,#N/A N/A,78.95,102.117,101.5
13/4/2023,13002,13258,27952.58,28156.97,13060.63,13085.45,19977.96,20344.48,15708.21,15729.46,7824.84,7843.38,1963.84,1963.34,4100.04,4146.22,-57.284,-52.966,22.995,23.672,2007.92,2040.27,#N/A N/A,78.31,101.464,101.011
14/4/2023,13231,13232,28321.54,28493.47,13085.45,13118.73,20422.72,20438.81,15789.78,15807.5,7843.38,7871.91,1963.84,1963.34,4140.11,4137.64,-52.338,-59.241,23.262,21.627,2040.27,2004.17,#N/A N/A,78.66,100.984,101.552
17/4/2023,13260,13242,28537.99,28514.78,13118.73,13368.28,20374.51,20782.45,15838.89,15789.53,7871.91,7879.51,1963.61,1953.05,4137.17,4151.32,-60.421,-59.807,21.008,20.654,2003.15,1991.6,#N/A N/A,77.49,101.572,102.103
18/4/2023,13240,13251,28567.54,28658.83,13368.28,13438.5,20643.41,20650.51,15841.5,15882.67,7879.51,7909.44,1959.58,1951.37,4164.26,4154.87,-59.132,-62.749,20.755,20.607,1991.6,2007.24,#N/A N/A,77.56,102.107,101.745
19/4/2023,13232,13243,28619.84,28606.76,13438.5,13338.75,20633,20367.76,15850.52,15895.2,7909.44,7898.77,1951.2,1944.41,4139.33,4154.52,-62.683,-65.926,20.55,19.18,2007.24,1996.09,#N/A N/A,76.02,101.705,101.968
20/4/2023,13222,13135,28472,28657.57,13338.75,13225.94,20354.83,20396.97,15864.15,15795.97,7898.77,7902.61,1946.38,1943.39,4130.48,4129.79,-65.926,-61.475,18.923,20.261,1996.09,2005.89,#N/A N/A,74.38,102.015,101.84
21/4/2023,13149,13153,28590.55,28564.37,13225.94,13056.33,20330.15,20075.73,15782.58,15881.66,7902.61,7914.13,1945.91,1942.14,4132.14,4133.52,-61.497,-61.405,20.882,20.1,2005.89,1983.06,#N/A N/A,75.22,101.795,101.822
24/4/2023,13137,13124,28631.78,28593.52,13056.33,12904.17,20049.87,19959.94,15852.27,15863.95,7914.13,7912.2,1949.41,1953.19,4132.07,4137.04,-61.787,-60.24,20.035,21.434,1982.65,1986.69,#N/A N/A,76.15,101.72,101.348
25/4/2023,13120,12875,28697.73,28620.07,12904.17,12959.22,19903.53,19617.88,15836.79,15872.13,7912.2,7891.13,1955.02,1959.37,4126.43,4071.63,-60.69,-55.699,23.05,25.145,1986.69,1990.63,#N/A N/A,74.23,101.257,101.863
26/4/2023,13010,12956,28478.52,28416.47,12959.22,12954.73,19520.97,19757.27,15804.5,15795.73,7891.13,7852.64,1959.76,1963.76,4087.78,4055.99,-58.21,-50.448,24.191,24.995,1990.63,1986.69,#N/A N/A,72.04,101.819,101.467
27/4/2023,13034,13304,28340.59,28457.68,12954.73,13095.79,19736.35,19840.28,15739.35,15800.45,7852.64,7831.58,1964.36,1973.95,4075.29,4135.35,-50.175,-55.396,25.223,22.377,1986.69,1984.36,#N/A N/A,72.27,101.382,101.503
28/4/2023,13291,13394,28705.91,28856.44,13095.79,13195.98,19936.02,19894.57,15884.79,15922.38,7831.58,7870.57,1977.86,1990.74,4129.63,4169.48,-54.968,-58.648,22.834,24.566,1984.36,1990,#N/A N/A,74.11,101.46,101.659
1/5/2023,13395,13387,29058.05,29123.18,13095.79,13195.98,19936.02,19894.57,15884.79,15922.38,7831.58,7870.57,1977.86,1990.74,4166.79,4167.87,-60.125,-57.879,23.437,23.619,1990.2,1981.71,#N/A N/A,73.07,101.646,102.151
2/5/2023,13370,13264,29278.8,29157.95,13095.79,13195.98,20122.9,19933.81,15950.36,15726.94,7870.57,7773.03,1998.7,2002.98,4164.1,4119.58,-57.021,-53.968,24.362,28.049,1981.71,2015.18,#N/A N/A,69.59,102.162,101.958
3/5/2023,13243,13181,29278.8,29157.95,13095.79,13195.98,19686.15,19699.16,15774.02,15815.06,7773.03,7788.37,1999.96,1996.81,4122.25,4090.75,-56.903,-47.13,27.889,33.713,2015.18,2024.14,#N/A N/A,67.16,101.867,101.343
4/5/2023,13152,13124,29278.8,29157.95,13195.98,13231.16,19695.73,19948.73,15781.46,15734.24,7788.37,7702.64,1997.63,2013.49,4082.55,4061.22,-48.768,-41.387,31.818,34.715,2024.13,2050.85,#N/A N/A,66.93,101.203,101.399
5/5/2023,13144,13402,29278.8,29157.95,13231.16,13243.2,20061,20049.31,15837.44,15961.02,7702.64,7778.38,2007.64,2004.19,4084.73,4136.25,-43.773,-48.11,34.349,31.087,2050.85,2016.79,#N/A N/A,69.43,101.341,101.214
8/5/2023,13402,13442,29095.46,28949.88,13243.2,13385.98,20128.18,20297.03,15967.57,15952.83,7702.64,7778.38,2008.75,2024.43,4136.98,4138.12,-49.219,-49.818,30.954,30.979,2015.69,2027.18,#N/A N/A,71.11,101.256,101.377
9/5/2023,13433,13357,29020.63,29242.82,13385.98,13312,20252.13,19867.58,15950.89,15955.48,7778.38,7764.09,2027.94,2026.52,4124.25,4119.17,-49.022,-50.77,31.513,31.378,2027.18,2031.05,#N/A N/A,71.75,101.437,101.605
