,NQ1 Index,,NKY Index,,XIN9I Index,,HSI Index,,DAX Index,,UKX Index,,MXIN Index,,SPX Index,,USYC2Y10 Index,,USYC1030 Index,,XAU Curncy,,CLZ3 Comdty,,DXY Curncy,
Dates,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST
2/1/2018,6410,6520,22831.49,22764.94,13195.72,13424.28,30028.29,30515.31,12897.69,12871.39,7687.77,7648.1,1259.75,1253.19,2683.73,2695.81,51.121,54.015,32.616,34.849,1303.45,1312.52,#N/A N/A,51.49,92.209,91.872
3/1/2018,6519,6590,22831.49,22764.94,13424.28,13422.47,30658.73,30560.95,12916.18,12978.21,7648.1,7671.11,1257.22,1254.46,2697.85,2713.06,53.411,51.176,34.584,33.665,1312.52,1315.87,#N/A N/A,51.57,91.865,92.162
4/1/2018,6590,6609,23073.73,23506.33,13422.47,13490.75,30691.71,30736.48,13065.98,13167.89,7671.11,7695.88,1257.86,1262.02,2719.31,2723.99,51.095,49.701,33.797,33.194,1315.88,1319.74,#N/A N/A,51.52,92.246,91.853
5/1/2018,6614,6674,23643,23714.53,13490.75,13565.95,30893.86,30814.64,13219.11,13319.64,7695.88,7724.22,1266.18,1272.25,2731.33,2743.15,49.883,51.236,32.935,33.239,1319.74,1319.59,#N/A N/A,51.83,91.822,91.949
8/1/2018,6674,6695,23643,23714.53,13565.95,13611.72,30895.09,30899.53,13399.62,13367.78,7724.22,7696.51,1276.02,1281.47,2742.67,2747.71,50.643,52,32.817,32.948,1319.59,1318.22,#N/A N/A,52.29,92.022,92.358
9/1/2018,6696,6694,23948.97,23849.99,13611.72,13759.44,30933.51,31011.41,13383.26,13385.59,7696.51,7731.02,1284.05,1281.64,2751.15,2751.29,51.776,58.078,32.688,34.032,1318.22,1311.86,#N/A N/A,52.66,92.304,92.528
10/1/2018,6688,6685,23832.81,23788.2,13759.44,13927.97,31009.24,31073.72,13355.28,13281.34,7731.02,7748.51,1283.72,1281.47,2745.55,2748.23,58.118,58.033,34.159,33.979,1311.88,1317.89,#N/A N/A,52.51,92.527,92.332
11/1/2018,6683,6735,23656.39,23710.43,13927.97,13904.47,31066.21,31120.39,13281.2,13202.9,7748.51,7762.94,1282.01,1284.74,2752.97,2767.56,57.483,55.605,33.865,32.876,1317.88,1322.31,#N/A N/A,52.52,92.366,91.852
12/1/2018,6733,6784,23719.66,23653.82,13904.47,14041.02,31298.05,31412.54,13241.28,13245.03,7762.94,7778.64,1288.94,1287.44,2770.18,2786.24,55.889,54.63,32.334,29.926,1322.32,1331.93,#N/A N/A,52.61,91.74,90.974
15/1/2018,6733,6784,23827.98,23714.88,14041.02,14226.25,31702.56,31338.87,13244.37,13200.51,7778.64,7769.14,1292.22,1291.78,2770.18,2786.24,54.447,54.447,29.926,29.926,1336.84,1340.16,#N/A N/A,52.61,90.899,90.974
16/1/2018,6793,6772,23721.17,23951.81,14226.25,14327.5,31423.62,31904.75,13228.6,13246.33,7769.14,7755.93,1294.02,1285.85,2798.96,2776.42,53.584,51.879,30.138,28.653,1340.16,1334.75,#N/A N/A,52.67,90.48,90.393
17/1/2018,6769,6834,23783.42,23868.34,14327.5,14318.8,31825.52,31983.41,13200.92,13183.96,7755.93,7725.43,1286.91,1297.84,2784.99,2802.56,51.512,54.316,28.705,26.475,1334.76,1335.96,#N/A N/A,53,90.258,90.541
18/1/2018,6830,6824,24078.93,23763.37,14318.8,14454.25,32148.45,32121.94,13250.25,13281.43,7725.43,7700.96,1305.68,1293.79,2802.4,2798.03,53.721,57.809,26.184,27.586,1335.96,1329.14,#N/A N/A,53.27,90.903,90.498
19/1/2018,6829,6857,23854.11,23808.06,14454.25,14476.75,32142.16,32254.89,13297.74,13434.45,7700.96,7730.79,1294.67,1302.13,2802.6,2810.3,57.44,59.035,27.875,27.204,1329.14,1331.84,#N/A N/A,53.57,90.501,90.572
22/1/2018,6845,6943,23797.84,23816.33,14476.75,14598.28,32276.96,32393.41,13435.14,13463.69,7730.79,7715.44,1301.78,1312.74,2809.16,2832.97,58.207,58.506,27.099,26.106,1335.19,1332.18,#N/A N/A,53.68,90.44,90.401
23/1/2018,6944,6979,23924.4,24124.15,14598.28,14844.58,32606.14,32930.7,13577.14,13559.6,7715.44,7731.83,1317.12,1326.38,2835.05,2839.13,58.277,57.067,25.896,27.956,1332.18,1337.75,#N/A N/A,53.9,90.332,90.124
24/1/2018,6972,6945,24026.43,23940.78,14844.58,14838.1,32907.23,32958.69,13572.71,13414.74,7731.83,7643.43,1324.61,1323.84,2845.42,2837.54,56.72,56.637,27.766,27.991,1337.76,1353.9,#N/A N/A,53.36,90.093,89.206
25/1/2018,6945,6945,23750.65,23669.49,14838.1,14706.82,32979.38,32654.45,13374.38,13298.36,7643.43,7615.84,1325.62,1316.57,2846.24,2839.25,56.421,52.879,27.886,26.37,1353.9,1362.81,#N/A N/A,53.54,89.283,89.391
26/1/2018,6951,7043,23757.34,23631.88,14706.82,14774.37,32836.28,33154.12,13297.51,13340.17,7615.84,7665.54,1325.62,1316.57,2847.48,2872.87,53.064,53.963,26.159,24.961,1362.82,1349.12,#N/A N/A,53.43,89.327,89.067
29/1/2018,7046,7007,23707.14,23629.34,14774.37,14461.8,33335.48,32966.89,13358.9,13324.48,7665.54,7671.53,1318.1,1322.15,2867.23,2853.53,53.591,57.328,24.77,24.667,1350.06,1341.76,#N/A N/A,53.06,89.113,89.308
30/1/2018,7011,6956,23559.33,23291.97,14461.8,14247.78,32751.72,32607.29,13223.97,13197.71,7671.53,7587.98,1321.3,1310.36,2832.74,2822.43,57.86,59.153,24.463,24.888,1341.76,1338.68,#N/A N/A,52.43,89.442,89.16
31/1/2018,6953,6978,23205.23,23098.29,14247.78,14470.6,32435.76,32887.27,13210.76,13189.48,7587.98,7533.55,1306.74,1303.56,2832.41,2823.81,59.367,56.043,24.725,22.796,1338.67,1339.79,#N/A N/A,52.24,89.1,89.133
1/2/2018,6990,6914,23276.1,23486.11,14470.6,14533.45,32950.3,32642.09,13235.15,13003.9,7533.55,7490.39,1305.85,1300.95,2816.45,2821.98,56.519,62.47,22.084,23.345,1339.79,1341.57,#N/A N/A,52.23,89.069,88.671
2/2/2018,6962,6771,23361.67,23274.53,14533.45,14574.01,32569.01,32601.78,12954.59,12785.16,7490.39,7443.43,1289.88,1268.92,2808.92,2762.13,62.067,69.579,23.262,24.383,1341.57,1333.39,#N/A N/A,51.27,88.639,89.195
5/2/2018,6768,6447,22921.16,22682.08,14574.01,14649.55,31715.56,32245.22,12687.79,12687.49,7443.43,7334.98,1250.46,1259.6,2741.06,2648.94,69.768,67.741,24.783,29.854,1331.66,1334.95,#N/A N/A,50.93,89.347,89.554
6/2/2018,6494,6668,22267,21610.24,14649.55,14304.95,31028.68,30595.42,12232.86,12392.66,7334.98,7141.4,1225.15,1237.79,2614.78,2695.14,69.585,69.056,29.944,26.234,1334.95,1327.82,#N/A N/A,50.68,89.616,89.585
7/2/2018,6671,6571,22001.29,21645.37,14304.95,13822.4,31378.35,30323.2,12478.68,12590.43,7141.4,7279.42,1251.4,1236.97,2690.95,2681.66,69.056,71.029,25.983,27.618,1327.83,1315.97,#N/A N/A,49.95,89.62,90.255
8/2/2018,6561,6331,21721.57,21890.86,13822.4,13540.57,30555.8,30451.27,12506.18,12260.29,7279.42,7170.69,1241.99,1252.53,2685.01,2581,71.137,71.858,27.864,30.347,1315.97,1319.97,#N/A N/A,49.98,90.244,90.229
9/2/2018,6350,6432,21507.74,21382.62,13540.57,12951,29679.21,29507.42,12263.1,12107.48,7170.69,7092.43,1233.2,1240.3,2601.78,2619.55,71.045,77.394,29.57,30.655,1319.97,1316.65,#N/A N/A,49.44,90.276,90.442
12/2/2018,6456,6548,21507.74,21382.62,12951,13016.46,29713.08,29459.63,12238.63,12282.77,7092.43,7177.06,1242.18,1251.02,2636.75,2656,76.799,77.907,29.9,28.361,1315.05,1324.78,#N/A N/A,49.67,90.352,90.208
13/2/2018,6550,6577,21633.34,21244.68,13016.46,13236.22,29850.15,29839.53,12282.76,12196.5,7177.06,7168.01,1242.18,1251.02,2646.27,2662.94,77.158,72.335,28.594,27.985,1324.78,1327.42,#N/A N/A,50.36,90.133,89.703
14/2/2018,6579,6704,21251.24,21154.17,13236.22,13353.5,30024.47,30515.6,12294.85,12339.16,7168.01,7213.97,1256.76,1247.57,2651.21,2698.63,72.107,73.445,28.049,25.722,1327.43,1349.23,#N/A N/A,50.35,89.69,89.121
15/2/2018,6698,6834,21384.1,21464.98,13236.22,13353.5,30958.71,31115.43,12425.45,12346.17,7213.97,7234.81,1252.67,1251.5,2713.46,2731.2,72.989,72.101,25.026,25.237,1349.23,1351.36,#N/A N/A,50.29,88.97,88.593
16/2/2018,6832,6806,21555.99,21720.25,13236.22,13353.5,30958.71,31115.43,12408.48,12451.96,7234.81,7294.7,1258.5,1239.76,2727.14,2732.22,71.279,68.132,25.072,25.398,1351.36,1346.96,#N/A N/A,50.58,88.574,89.1
19/2/2018,6832,6806,21903.66,22149.21,13236.22,13353.5,30958.71,31115.43,12495.07,12385.6,7294.7,7247.66,1243.88,1230.26,2727.14,2732.22,68.132,68.132,25.481,25.481,1347.65,1346.74,#N/A N/A,50.58,89.099,89.1
20/2/2018,6814,6811,22054.32,21925.1,13236.22,13353.5,31165.29,30873.63,12403.63,12487.9,7247.66,7246.77,1231.8,1230.77,2722.99,2716.26,66.927,66.669,24.368,26.242,1346.74,1329.53,#N/A N/A,51.18,89.24,89.716
21/2/2018,6807,6781,21942.42,21970.81,13236.22,13353.5,31050.52,31431.89,12457.22,12470.49,7246.77,7281.57,1239.27,1234.41,2720.53,2701.33,65.84,67.993,26.242,26.858,1329.54,1329.71,#N/A N/A,51.22,89.707,90
22/2/2018,6776,6810,21789.88,21736.44,13353.5,13640.6,31084.45,30965.68,12358.82,12461.91,7281.57,7252.39,1230.03,1230.31,2710.42,2703.96,67.66,67.071,27.005,28.365,1329.71,1330.11,#N/A N/A,51.36,90.158,89.736
23/2/2018,6808,6931,21789.72,21892.78,13640.6,13742.76,31289.08,31267.17,12491.77,12483.79,7252.39,7244.41,1233.87,1242.98,2715.8,2747.3,67.437,62.4,28.082,28.587,1330.11,1328.71,#N/A N/A,52.15,89.818,89.883
26/2/2018,6941,7024,22134.64,22153.63,13742.76,13812.26,31528.29,31498.6,12566.05,12527.04,7244.41,7289.58,1247.43,1252.39,2757.37,2779.6,62.728,63.643,28.37,28.885,1328.25,1332.46,#N/A N/A,52.76,89.962,89.853
27/2/2018,7023,6940,22391.67,22389.86,13812.26,13553.83,31790.85,31268.66,12573.65,12490.73,7289.58,7282.45,1255.85,1250.48,2780.45,2744.28,63.461,63.118,28.985,26.256,1332.46,1315.61,#N/A N/A,52.37,89.748,90.355
28/2/2018,6940,6891,22292.53,22068.24,13553.83,13343.01,31037.41,30844.72,12427.46,12435.85,7282.45,7231.91,1243.92,1243.58,2753.78,2713.83,63.1,60.655,25.973,26.184,1315.61,1319.32,#N/A N/A,50.83,90.393,90.613
1/3/2018,6902,6786,21901.13,21724.47,13343.01,13419.54,30476.99,31044.25,12386.4,12190.94,7231.91,7175.64,1243.03,1239.53,2715.22,2677.67,60.436,59.408,26.329,27.462,1319.33,1309.82,#N/A N/A,50.52,90.725,90.324
2/3/2018,6792,6829,21339.98,21181.64,13419.54,13299.8,30611.1,30583.45,12051.89,11913.71,7175.64,7069.9,1243.03,1239.53,2658.89,2691.25,59.531,62.045,27.874,27.373,1309.83,1322.75,#N/A N/A,50.55,90.246,89.935
5/3/2018,6825,6903,21047.81,21042.09,13299.8,13287.9,30524.26,29886.39,11831.57,12090.87,7069.9,7115.98,1235.93,1225.83,2681.06,2720.94,61.635,63.897,27.882,27.045,1322.84,1319.33,#N/A N/A,51.28,89.834,90.08
6/3/2018,6908,6933,21390.2,21417.76,13287.9,13432.88,30380.96,30510.73,12229.29,12113.87,7115.98,7146.75,1234.01,1214.32,2730.18,2728.12,63.714,63.235,26.98,26.494,1319.33,1332.94,#N/A N/A,51.35,89.96,89.618
7/3/2018,6894,6949,21261.96,21252.72,13432.88,13356.91,30323.77,30196.92,12060.09,12245.36,7146.75,7157.84,1212.92,1201.88,2710.18,2726.8,61.87,62.873,27.406,26.527,1332.94,1325.83,#N/A N/A,50.75,89.5,89.637
8/3/2018,6950,7000,21488.16,21368.07,13356.91,13511.96,30523.68,30654.52,12237.94,12355.57,7157.84,7203.24,1205.94,1210.21,2732.75,2738.97,62.873,60.317,26.445,26.289,1325.83,1321.86,#N/A N/A,50.76,89.582,90.179
9/3/2018,7000,7125,21594.22,21469.2,13511.96,13575.69,30858.27,30996.21,12331.64,12346.68,7203.24,7224.51,1214.29,1209.58,2752.91,2786.57,60.193,63.172,25.994,26.245,1321.86,1323.93,#N/A N/A,51.73,90.154,90.093
12/3/2018,7135,7167,21826.1,21824.03,13575.69,13570.3,31536.3,31594.33,12453.3,12418.39,7224.51,7214.76,1218.97,1231.08,2790.54,2783.02,63.089,60.2,25.99,26.005,1323.84,1320.61,#N/A N/A,51.63,90.105,89.895
13/3/2018,7163,7085,21742.45,21968.1,13570.3,13452.9,31570.2,31601.45,12425.69,12221.03,7214.76,7138.78,1227.21,1235.66,2792.31,2765.31,60.567,58.461,25.557,25.372,1320.61,1326.78,#N/A N/A,51.52,89.9,89.664
14/3/2018,7065,7060,21764.99,21777.29,13452.9,13399.64,31321.79,31435.01,12212.49,12237.74,7138.78,7132.69,1231.71,1234.25,2774.06,2749.48,58.279,55.5,25.391,23.79,1326.78,1324.79,#N/A N/A,51.66,89.694,89.704
15/3/2018,7063,7073,21704.14,21803.95,13399.64,13514.79,31181.15,31541.1,12284.14,12345.56,7132.69,7139.76,1234.08,1227.32,2754.27,2747.33,54.908,54.131,23.569,22.856,1324.79,1319.3,#N/A N/A,51.45,89.719,90.139
16/3/2018,7075,7047,21876.53,21676.51,13514.79,13370.32,31363.03,31501.97,12345.56,12389.58,7139.76,7164.14,1225.72,1209.92,2750.57,2752.01,53.492,54.945,22.593,23.067,1319.3,1314.24,#N/A N/A,51.43,90.13,90.233
19/3/2018,7046,6919,21537.9,21480.9,13370.32,13468,31370.47,31513.76,12346.51,12217.02,7164.14,7042.93,1212.71,1195.99,2741.38,2712.92,55.034,54.387,22.964,22.861,1313.4,1318.06,#N/A N/A,51.02,90.202,89.765
20/3/2018,6916,6922,21297.98,21380.97,13468,13478.06,31315.42,31549.93,12261.19,12307.33,7042.93,7061.27,1191.83,1202.35,2715.05,2716.94,54.434,54.694,22.983,23.234,1318.06,1312.36,#N/A N/A,51.18,89.873,90.371
21/3/2018,6917,6889,21297.98,21380.97,13478.06,13426.28,31811.98,31414.52,12336.76,12309.15,7061.27,7038.97,1209.33,1206.43,2714.99,2711.93,54.435,57.543,23.064,23.37,1312.36,1323.6,#N/A N/A,51.89,90.399,89.783
22/3/2018,6889,6697,21352.16,21591.99,13426.28,13271.63,31575.93,31071.05,12187.73,12100.08,7038.97,6952.59,1207.51,1200.06,2691.36,2643.69,57.36,54.166,23.144,23.615,1323.6,1326.9,#N/A N/A,51.51,89.64,89.857
23/3/2018,6697,6560,21188.8,20617.86,13271.63,12959.44,29930.23,30309.29,11995.51,11886.31,6952.59,6921.94,1192.82,1187.8,2646.71,2588.26,53.584,55.561,23.667,24.546,1326.9,1347.33,#N/A N/A,51.92,89.666,89.436
26/3/2018,6553,6780,20423.37,20766.1,12959.44,12721.21,30267.07,30548.77,11919.64,11787.26,6921.94,6888.69,1186.98,1201.56,2619.35,2658.55,55.485,57.739,24.807,23.132,1347.27,1355.42,#N/A N/A,51.73,89.47,89.027
27/3/2018,6784,6568,20958.9,21317.32,12721.21,12748.4,30985.75,30790.83,11996.35,11970.83,6888.69,7000.14,1209.02,1208.17,2667.57,2612.62,56.905,50.717,23.132,25.156,1355.42,1345.05,#N/A N/A,51.73,89.028,89.372
28/3/2018,6555,6484,20893.05,21031.31,12748.4,12472.97,30510.38,30022.53,11868.08,11940.71,7000.14,7044.74,1204.1,1198.24,2611.3,2605,50.476,49.45,25.455,23.889,1345.05,1328.18,#N/A N/A,51.71,89.325,90.058
29/3/2018,6497,6602,21250.96,21159.08,12472.97,12728.52,30154.18,30093.38,11956.34,12096.73,7044.74,7056.61,1204.1,1198.24,2614.41,2640.87,49.229,46.879,23.707,23.302,1328.18,1323.02,#N/A N/A,51.49,90.101,90.151
30/3/2018,6497,6602,21392.42,21454.3,12728.52,12637.81,30154.18,30093.38,11956.34,12096.73,7044.74,7056.61,1204.1,1198.24,2614.41,2640.87,46.879,46.879,23.302,23.302,1323.02,1325.48,#N/A N/A,51.49,90.091,89.974
2/4/2018,6567,6402,21441.57,21388.58,12637.81,12548.28,30154.18,30093.38,11956.34,12096.73,7044.74,7056.61,1203.71,1210.88,2633.45,2581.88,48.072,47.986,22.806,23.026,1325.82,1339.37,#N/A N/A,50.55,89.955,90.052
3/4/2018,6417,6477,21115.48,21292.29,12548.28,12489.88,29927.88,30180.1,11997.47,12002.45,7056.61,7030.46,1208.21,1215.71,2592.17,2614.45,48.309,49.505,22.3,23.394,1339.36,1334.05,#N/A N/A,50.93,90.048,90.2
4/4/2018,6474,6591,21415.85,21319.55,12489.88,12520.16,30244.22,29518.69,12000.47,11957.9,7030.46,7034.01,1220.28,1203.49,2584.04,2644.69,49.525,50.826,23.098,23.136,1334.04,1336.44,#N/A N/A,50.9,90.152,90.142
5/4/2018,6589,6609,21541.18,21645.42,12489.88,12520.16,30244.22,29518.69,12153.61,12305.19,7034.01,7199.5,1208.19,1225.83,2657.36,2662.84,50.382,52.537,22.908,23.997,1336.44,1324.96,#N/A N/A,51.05,90.085,90.46
6/4/2018,6616,6463,21633.73,21567.52,12489.88,12520.16,29750.24,29844.94,12242.94,12241.27,7199.5,7183.64,1225.76,1227.41,2645.82,2604.47,51.921,50.329,24.211,24.293,1324.96,1333.03,#N/A N/A,50.35,90.368,90.108
9/4/2018,6474,6506,21534.33,21678.26,12520.16,12511.18,30104.32,30229.58,12311.02,12261.75,7183.64,7194.75,1227.2,1230.46,2617.18,2613.16,50.611,49.858,24.238,23.186,1333.92,1335.34,#N/A N/A,50.5,90.134,89.838
10/4/2018,6500,6634,21599.67,21794.32,12511.18,12837.96,30205.09,30728.74,12389.9,12397.32,7194.75,7266.75,1235.02,1232.97,2638.41,2656.87,50.02,48.99,22.9,21.869,1335.34,1339.57,#N/A N/A,50.79,89.827,89.587
11/4/2018,6634,6602,21819.09,21687.1,12837.96,12888.64,30761.23,30897.71,12372.07,12293.97,7266.75,7257.14,1237.15,1235.87,2643.89,2642.19,49.398,46.972,21.846,21.249,1339.57,1358.31,#N/A N/A,51.09,89.584,89.568
12/4/2018,6610,6681,21657.87,21660.28,12888.64,12717.32,31094.11,30831.28,12282.39,12415.01,7257.14,7258.34,1234.97,1241.43,2653.83,2663.99,46.789,48.574,21.034,20.548,1358.31,1338.11,#N/A N/A,50.76,89.499,89.751
13/4/2018,6680,6651,21801.41,21778.74,12717.32,12596.33,31076.76,30808.38,12461.31,12442.4,7258.34,7264.56,1246.34,1244.05,2676.9,2656.3,47.903,46.596,20.468,19.855,1338.11,1346.2,#N/A N/A,50.69,89.757,89.8
16/4/2018,6684,6723,21843.55,21835.53,12596.33,12298.17,30849.72,30315.59,12478.99,12391.41,7264.56,7198.2,1232.84,1247.78,2670.1,2677.84,46.832,44.523,19.749,19.613,1346.43,1348.02,#N/A N/A,50.66,89.796,89.425
17/4/2018,6716,6840,21801.83,21847.59,12298.17,12142.8,30354.89,30062.75,12443.2,12585.57,7198.2,7226.05,1251.28,1249.2,2692.74,2706.39,44.707,43.041,19.429,18.947,1348.02,1346.88,#N/A N/A,50.61,89.416,89.516
18/4/2018,6843,6855,21929.01,22158.2,12142.8,12190.16,30469.95,30284.25,12597.58,12590.83,7226.05,7317.34,1252.75,1247.4,2710.11,2708.64,43.086,44.138,18.595,18.543,1346.89,1351.91,#N/A N/A,50.52,89.499,89.623
19/4/2018,6868,6792,22231.86,22191.18,12190.16,12376.65,30532.95,30708.44,12595.61,12567.42,7317.34,7328.92,1251.99,1253.07,2701.16,2693.13,43.953,47.82,18.462,18.657,1351.91,1346.52,#N/A N/A,50.7,89.621,89.94
20/4/2018,6791,6689,22148.22,22162.24,12376.65,12247.25,30647.94,30418.33,12555.96,12540.5,7328.92,7368.17,1252.17,1254.49,2692.56,2670.14,47.776,49.869,18.591,18.307,1346.52,1336.36,#N/A N/A,50.69,89.906,90.316
23/4/2018,6724,6680,22157.88,22088.04,12247.25,12347.76,30327.03,30254.4,12538.16,12572.39,7368.17,7398.87,1256.93,1258.35,2675.4,2670.29,50.012,49.463,18.161,16.726,1334.43,1323.71,#N/A N/A,51.02,90.354,90.946
24/4/2018,6677,6540,22228.82,22278.12,12347.76,12618.66,30353.83,30636.24,12602.41,12550.82,7398.87,7425.4,1257.32,1261.41,2680.8,2634.56,49.254,52.287,16.809,18.11,1323.71,1331.96,#N/A N/A,50.58,90.925,90.766
25/4/2018,6541,6569,22118.62,22215.32,12618.66,12516.96,30486.86,30328.15,12456.82,12422.3,7425.4,7379.32,1261.89,1258.22,2634.92,2639.4,51.726,53.604,17.671,17.906,1331.96,1322.34,#N/A N/A,50.65,90.758,91.172
26/4/2018,6600,6748,22278.77,22319.61,12516.96,12254.96,30378.15,30007.68,12395.9,12500.47,7379.32,7421.43,1260.9,1263.12,2651.65,2666.94,53.646,49.717,18.114,18.14,1322.34,1317.64,#N/A N/A,50.68,91.207,91.561
27/4/2018,6760,6683,22466.66,22467.87,12254.96,12192.25,30300.83,30280.67,12572.72,12580.87,7421.43,7502.21,1263.15,1272.26,2675.47,2669.91,49.877,47.101,18.119,16.588,1317.64,1324,#N/A N/A,50.34,91.561,91.542
30/4/2018,6688,6627,22466.66,22467.87,12254.96,12192.25,30530.4,30808.45,12606.27,12612.11,7502.21,7509.3,1273.41,1276.54,2675.05,2648.05,47.093,46.114,16.644,16.875,1322.79,1317.16,#N/A N/A,50.5,91.541,91.841
1/5/2018,6622,6706,22453.42,22508.03,12254.96,12192.25,30530.4,30808.45,12606.27,12612.11,7509.3,7520.36,1273.41,1276.54,2643.64,2654.8,46.27,45.811,16.233,16.243,1317.16,1307.15,#N/A N/A,50.21,91.805,92.449
2/5/2018,6731,6648,22568.19,22472.78,12192.25,12194.34,30782.21,30723.88,12610.78,12802.25,7520.36,7543.2,1281.16,1268.09,2654.24,2635.67,46.2,47.608,16.056,17.785,1307.15,1305.38,#N/A N/A,50.16,92.483,92.512
3/5/2018,6648,6679,22568.19,22472.78,12194.34,12257.87,30405.48,30313.37,12775.66,12690.15,7543.2,7502.69,1268.31,1260.78,2628.08,2629.73,48.021,46.557,17.759,17.363,1305.38,1312.66,#N/A N/A,50.61,92.753,92.414
4/5/2018,6682,6790,22568.19,22472.78,12257.87,12153.37,30316.98,29926.5,12733.19,12819.6,7502.69,7567.14,1263.31,1250.91,2621.45,2663.42,46.128,44.669,16.79,17.059,1312.66,1314.5,#N/A N/A,51.28,92.42,92.566
7/5/2018,6803,6842,22513.22,22467.16,12153.37,12347.02,30102.06,29994.26,12827.43,12948.14,7502.69,7567.14,1256.29,1262.8,2669.36,2672.63,45.06,44.863,17.283,17.137,1313.46,1313.94,#N/A N/A,51.61,92.588,92.749
8/5/2018,6837,6837,22440.65,22508.69,12347.02,12571.21,30123.77,30402.81,12924.23,12912.21,7567.14,7565.75,1266.71,1260.57,2670.26,2671.92,44.676,46.249,16.913,15.169,1313.94,1314.18,#N/A N/A,51.15,92.725,93.12
9/5/2018,6841,6913,22463.01,22408.88,12571.21,12547.92,30452.16,30536.14,12917.82,12943.06,7565.75,7662.52,1258.49,1261.42,2678.12,2697.79,45.874,47.009,15.275,15.574,1314.18,1312.41,#N/A N/A,52.16,93.049,93.04
10/5/2018,6913,6982,22482.51,22497.18,12547.92,12613.91,30716.97,30809.22,12975.09,13022.87,7662.52,7700.97,1265.49,1255.34,2705.02,2723.07,46.6,42.79,15.325,14.416,1312.41,1319.56,#N/A N/A,52.51,93.116,92.65
11/5/2018,6973,6978,22573.95,22758.48,12613.91,12573.73,31151.8,31122.06,13023,13001.24,7700.97,7724.55,1257.14,1263.59,2722.7,2727.72,42.563,42.844,14.479,13.093,1319.57,1319.3,#N/A N/A,52.7,92.721,92.537
14/5/2018,6982,6992,22705.3,22865.86,12573.73,12746.29,31498.36,31541.08,13009.83,12977.71,7724.55,7710.98,1265.08,1260.47,2733.37,2730.13,43.003,45.268,12.91,13.043,1318.35,1319.27,#N/A N/A,53.03,92.526,92.587
15/5/2018,6991,6909,22889.47,22818.02,12746.29,12740.5,31573.18,31152.03,12947.97,12970.04,7710.98,7722.98,1260.72,1258.21,2718.59,2711.45,44.902,49.575,12.822,12.655,1319.27,1291.51,#N/A N/A,53.5,92.657,93.219
16/5/2018,6908,6956,22730.12,22717.23,12740.5,12574.16,31014.72,31110.2,12983.49,12996.33,7722.98,7734.2,1252.94,1252.58,2712.62,2722.46,49.021,50.714,12.531,11.897,1291.52,1291.75,#N/A N/A,53.45,93.29,93.392
17/5/2018,6955,6925,22820.62,22838.37,12574.16,12482.94,31416.71,30942.15,12985.14,13114.61,7734.2,7787.97,1256.51,1245.64,2719.71,2720.13,50.736,54.243,11.752,13.311,1291.75,1291.49,#N/A N/A,54.07,93.294,93.469
18/5/2018,6931,6894,22907.2,22930.36,12482.94,12659.68,31033.97,31047.91,13115.63,13077.72,7787.97,7778.79,1244.93,1232.67,2717.35,2712.97,54.2,50.506,13.19,13.968,1291.49,1293.04,#N/A N/A,54.26,93.52,93.637
21/5/2018,6918,6936,22937.58,23002.37,12659.68,12674.1,31232.79,31234.35,13115.63,13077.72,7778.79,7859.17,1232.68,1220.23,2725.95,2733.01,51.082,48.984,13.399,14.007,1290.8,1289.91,#N/A N/A,54.81,93.689,93.677
22/5/2018,6932,6930,23025.95,22960.34,12674.1,12578.92,31232.79,31234.35,13132.56,13169.92,7859.17,7877.45,1220.01,1226.57,2738.34,2724.44,48.615,48.962,13.718,14.332,1289.91,1294.27,#N/A N/A,54.54,93.539,93.609
23/5/2018,6927,6978,22868.79,22689.74,12578.92,12381.73,31191.87,30665.64,13138.83,12976.84,7877.45,7788.44,1225.33,1214.65,2713.98,2733.29,48.385,45.938,14.125,15.822,1294.27,1290.56,#N/A N/A,53.99,93.555,94.003
24/5/2018,6978,6978,22621.29,22437.01,12381.73,12273.93,30718.66,30760.41,12955.94,12855.09,7788.44,7716.74,1219.28,1222.94,2730.94,2727.76,46.892,46.49,15.922,14.615,1290.56,1304.8,#N/A N/A,53.76,93.878,93.775
25/5/2018,6980,6981,22380.22,22450.79,12273.93,12258.96,30664.27,30588.04,12917.15,12938.01,7716.74,7730.28,1226.23,1235.39,2723.6,2721.33,46.527,45.148,14.637,15.885,1304.8,1303.69,#N/A N/A,52.8,93.799,94.253
28/5/2018,6980,6981,22488.95,22481.09,12258.96,12350.76,30759.84,30792.26,13016.55,12863.46,7716.74,7730.28,1241.67,1244.94,2723.6,2721.33,45.148,45.148,15.885,15.885,1300.17,1298.18,#N/A N/A,52.8,94.114,94.418
29/5/2018,7001,6967,22431.95,22358.43,12350.76,12283.01,30647.26,30484.58,12786.15,12666.51,7730.28,7632.64,1244.96,1240.67,2705.11,2689.86,43.699,45.785,16.795,19.102,1298.18,1302.16,#N/A N/A,52.82,94.404,94.82
