,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
,000001.SS,^DJI,^FCHI,^FTSE,^GDAXI,^GSPC,^HSI,^IXIC,^N225,000001.SS,^DJI,^FCHI,^FTSE,^GDAXI,^GSPC,^HSI,^IXIC,^N225,000001.SS,^DJI,^FCHI,^FTSE,^GDAXI,^GSPC,^HSI,^IXIC,^N225,000001.SS,^DJI,^FCHI,^FTSE,^GDAXI,^GSPC,^HSI,^IXIC,^N225,000001.SS,^DJI,^FCHI,^FTSE,^GDAXI,^GSPC,^HSI,^IXIC,^N225,000001.SS,^DJI,^FCHI,^FTSE,^GDAXI,^GSPC,^HSI,^IXIC,^N225
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-02,2465.291015625,23346.240234375,4689.39013671875,6734.2001953125,10580.1904296875,2510.030029296875,25130.349609375,6665.93994140625,,2465.291015625,23346.240234375,4689.39013671875,6734.2001953125,10580.1904296875,2510.030029296875,25130.349609375,6665.93994140625,,2500.278076171875,23413.470703125,4699.97998046875,6753.2998046875,10612.7197265625,2519.489990234375,25824.439453125,6693.7099609375,,2456.423095703125,22928.58984375,4606.2001953125,6599.5,10386.9697265625,2467.469970703125,25055.26953125,6506.8798828125,,2497.881103515625,23058.609375,4642.18017578125,6728.10009765625,10477.76953125,2476.9599609375,25824.439453125,6506.91015625,,109900.0,321570000.0,76980400.0,614252000.0,79626700.0,3733160000.0,1666316400.0,2261800000.0,
2019-01-03,2464.363037109375,22686.220703125,4611.490234375,6692.7001953125,10416.66015625,2447.889892578125,25064.359375,6463.5,,2464.363037109375,22686.220703125,4611.490234375,6692.7001953125,10416.66015625,2447.889892578125,25064.359375,6463.5,,2488.47900390625,23176.390625,4671.27978515625,6753.10009765625,10538.66015625,2493.139892578125,25262.2109375,6600.2099609375,,2455.926025390625,22638.41015625,4607.68017578125,6685.10009765625,10400.1103515625,2443.9599609375,24896.869140625,6457.1298828125,,2461.782958984375,23176.390625,4641.7998046875,6734.2001953125,10467.1103515625,2491.919921875,25077.6796875,6584.77001953125,,124400.0,424240000.0,78741500.0,674099100.0,84733800.0,3858830000.0,1481291700.0,2631550000.0,
2019-01-04,2514.867919921875,23433.16015625,4737.1201171875,6837.39990234375,10767.6904296875,2531.93994140625,25626.029296875,6738.85986328125,19561.9609375,2514.867919921875,23433.16015625,4737.1201171875,6837.39990234375,10767.6904296875,2531.93994140625,25626.029296875,6738.85986328125,19561.9609375,2515.31591796875,23518.640625,4750.509765625,6850.39990234375,10786.33984375,2538.070068359375,25626.029296875,6760.68994140625,19692.580078125,2440.906982421875,22894.919921875,4636.7900390625,6692.5,10483.900390625,2474.330078125,24924.73046875,6554.240234375,19241.369140625,2446.01904296875,22894.919921875,4649.6298828125,6692.7001953125,10533.9404296875,2474.330078125,24946.119140625,6567.14013671875,19655.130859375,168900.0,396020000.0,95967400.0,639136700.0,95339500.0,4234140000.0,1708572100.0,2596150000.0,91600000.0
2019-01-07,2533.089111328125,23531.349609375,4719.169921875,6810.89990234375,10747.8095703125,2549.68994140625,25835.69921875,6823.47021484375,20038.970703125,2533.089111328125,23531.349609375,4719.169921875,6810.89990234375,10747.8095703125,2549.68994140625,25835.69921875,6823.47021484375,20038.970703125,2536.97802734375,23687.740234375,4760.27001953125,6874.10009765625,10814.4697265625,2566.159912109375,26043.640625,6855.60009765625,20266.220703125,2515.508056640625,23301.58984375,4690.22021484375,6778.0,10681.26953125,2524.56005859375,25753.4609375,6741.39990234375,19920.80078125,2528.698974609375,23474.259765625,4757.009765625,6837.39990234375,10814.3896484375,2535.610107421875,26015.83984375,6757.52978515625,19944.609375,177300.0,334200000.0,73900700.0,736559900.0,71151400.0,4133120000.0,1447090300.0,2523450000.0,81500000.0
2019-01-08,2526.4619140625,23787.44921875,4773.27001953125,6861.60009765625,10803.98046875,2574.409912109375,25875.44921875,6897.0,20204.0390625,2526.4619140625,23787.44921875,4773.27001953125,6861.60009765625,10803.98046875,2574.409912109375,25875.44921875,6897.0,20204.0390625,2531.344970703125,23864.650390625,4810.27001953125,6901.5,10910.7099609375,2579.820068359375,25960.890625,6909.580078125,20347.919921875,2520.1650390625,23581.44921875,4719.22998046875,6804.89990234375,10745.0302734375,2547.56005859375,25688.5,6795.85986328125,20106.359375,2530.300048828125,23680.3203125,4722.16015625,6810.89990234375,10750.1904296875,2568.110107421875,25852.5,6893.43994140625,20224.669921875,158100.0,317420000.0,98114900.0,651977000.0,93672200.0,4120060000.0,1578205700.0,2407340000.0,86400000.0
2019-01-09,2544.344970703125,23879.119140625,4813.580078125,6906.60009765625,10893.3203125,2584.9599609375,26462.3203125,6957.080078125,20427.060546875,2544.344970703125,23879.119140625,4813.580078125,6906.60009765625,10893.3203125,2584.9599609375,26462.3203125,6957.080078125,20427.060546875,2574.407958984375,24084.7109375,4843.47998046875,6938.2998046875,10961.919921875,2595.320068359375,26597.0703125,6985.22021484375,20494.349609375,2536.156982421875,23703.16015625,4801.830078125,6861.60009765625,10839.08984375,2568.889892578125,26192.650390625,6899.56005859375,20331.19921875,2536.4169921875,23844.26953125,4811.18017578125,6861.60009765625,10884.75,2580.0,26237.2890625,6923.06005859375,20366.30078125,191900.0,324570000.0,94180800.0,860684900.0,96071900.0,4088740000.0,2680892000.0,2434500000.0,72800000.0
2019-01-10,2535.09912109375,24001.919921875,4805.66015625,6942.89990234375,10921.58984375,2596.639892578125,26521.4296875,6986.06982421875,20163.80078125,2535.09912109375,24001.919921875,4805.66015625,6942.89990234375,10921.58984375,2596.639892578125,26521.4296875,6986.06982421875,20163.80078125,2551.825927734375,24014.779296875,4805.66015625,6948.2001953125,10927.1298828125,2597.820068359375,26588.2109375,6991.3701171875,20345.919921875,2531.6640625,23703.25,4759.759765625,6860.7998046875,10788.0498046875,2562.02001953125,26212.33984375,6877.080078125,20101.9296875,2543.85302734375,23811.109375,4788.759765625,6906.60009765625,10843.8896484375,2573.510009765625,26391.779296875,6908.64990234375,20270.880859375,159900.0,338150000.0,76138500.0,611434300.0,77255600.0,3721300000.0,1939043900.0,2190110000.0,73700000.0
2019-01-11,2553.8310546875,23995.94921875,4781.33984375,6918.2001953125,10887.4599609375,2596.260009765625,26667.26953125,6971.47998046875,20359.69921875,2553.8310546875,23995.94921875,4781.33984375,6918.2001953125,10887.4599609375,2596.260009765625,26667.26953125,6971.47998046875,20359.69921875,2554.787109375,23996.3203125,4821.27978515625,7001.89990234375,10959.0,2596.27001953125,26692.01953125,6975.64990234375,20389.890625,2533.35888671875,23798.16015625,4760.83984375,6902.7001953125,10829.919921875,2577.39990234375,26494.859375,6933.60009765625,20294.740234375,2539.549072265625,23940.009765625,4814.66015625,6942.89990234375,10949.1298828125,2588.110107421875,26692.01953125,6947.4599609375,20296.44921875,149400.0,262650000.0,77037500.0,680478600.0,75537200.0,3447460000.0,1799353900.0,2074310000.0,77700000.0
