Date,MAIN_MARKET_50_index_Open,MAIN_MARKET_50_index_High,MAIN_MARKET_50_index_Low,MAIN_MARKET_50_index_Close,NSE-ALL_SHARE_index_Open,NSE-ALL_SHARE_index_High,NSE-ALL_SHARE_index_Low,NSE-ALL_SHARE_index_Close,NIFTY_50_index_Open,NIFTY_50_index_High,NIFTY_50_index_Low,NIFTY_50_index_Close,FTSE_AOX_GENERAL_index_Open,FTSE_AOX_GENERAL_index_High,FTSE_AOX_GENERAL_index_Low,FTSE_AOX_GENERAL_index_Close,QE_GENERAL_index_Open,QE_GENERAL_index_High,QE_GENERAL_index_Low,QE_GENERAL_index_Close,FTSE_100_index_Open,FTSE_100_index_High,FTSE_100_index_Low,FTSE_100_index_Close,BOVESPA_index_Open,BOVESPA_index_High,BOVESPA_index_Low,BOVESPA_index_Close,NKY_index_Open,NKY_index_High,NKY_index_Low,NKY_index_Close,XIN9I_index_Open,XIN9I_index_High,XIN9I_index_Low,XIN9I_index_Close,DAX_index_Open,DAX_index_High,DAX_index_Low,DAX_index_Close,SPX_index_Open,SPX_index_High,SPX_index_Low,SPX_index_Close
23/3/2018,41633.79,41960.37,41469.28,41472.1,41633.79,41960.37,41469.28,41472.1,9968.8,10027.7,9951.9,9998.05,,,,,,,,,6952.59,6952.82,6876.96,6921.94,84766.09,85449.54,84041.53,84377.2,21188.8,21188.8,20559.61,20617.86,13271.63,13271.63,12736.73,12959.44,11995.51,12001.78,11818.7,11886.31,2646.71,2657.67,2585.89,2588.26
25/3/2018,,,,,,,,,,,,,4576.69,4624.93,4559.44,4615.27,2608.17,2608.17,2578.29,2578.83,,,,,,,,,,,,,,,,,,,,,,,,
26/3/2018,41472.1,41662.4,41454.3,41454.3,41472.1,41662.4,41454.3,41454.3,9989.15,10143.5,9958.55,10130.65,4614.89,4651.39,4593.73,4651.05,2574.01,2587.27,2562.1,2566.26,6921.94,6958.47,6866.94,6888.69,84377.3,85552.73,84356.76,85087.86,20423.37,20766.1,20347.49,20766.1,12959.44,12959.44,12578.26,12721.21,11919.64,11984.5,11726.62,11787.26,2619.35,2661.36,2601.81,2658.55
27/3/2018,41454.3,41466.48,41232.61,41243.24,41454.3,41466.48,41232.61,41243.24,10188,10207.9,10139.65,10184.15,4651.29,4658.21,4611.75,4611.75,2580.33,2582.66,2560.47,2560.47,6888.69,7042.37,6888.69,7000.14,85102.68,85295.81,83542.05,83808.05,20958.9,21317.32,20943.31,21317.32,12721.21,12933.62,12647.46,12748.4,11996.35,12042.78,11927.91,11970.83,2667.57,2674.78,2596.12,2612.62
28/3/2018,41243.24,41280.46,40751.4,40802.08,41243.24,41280.46,40751.4,40802.08,10143.6,10158.35,10096.9,10113.7,4611.75,4618.45,4543.17,4550.59,2560.41,2565.15,2519.8,2519.8,7000.14,7044.74,6923.33,7044.74,83805.7,83889,82889.44,83874.13,20893.05,21031.31,20776.82,21031.31,12748.4,12748.4,12442.15,12472.97,11868.08,11961.16,11770.4,11940.71,2611.3,2632.65,2593.06,2605
29/3/2018,40822.83,41526.24,40681.31,41504.51,40822.83,41526.24,40681.31,41504.51,,,,,4539.18,4585.44,4486.78,4585.4,2524.02,2542.95,2519.49,2525.17,7044.74,7109.93,7042.73,7056.61,83874.13,85708.01,83874.13,85365.56,21250.96,21298.57,20996.22,21159.08,12472.97,12820.22,12277.43,12728.52,11956.34,12151.31,11942.28,12096.73,2614.41,2659.07,2609.72,2640.87
30/3/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21392.42,21512.8,21311.5,21454.3,12728.52,12732.97,12610.71,12637.81,,,,,,,,
1/4/2018,,,,,,,,,,,,,4584.25,4593.07,4551.82,4583.53,2543.18,2569.79,2542.09,2559.37,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018,,,,,,,,,10151.65,10220.1,10127.75,10211.8,4583.15,4592.08,4577.11,4581.62,2562.42,2583.61,2555.38,2568.29,,,,,85364.83,85675.48,84165.56,84666.44,21441.57,21597.47,21388.58,21388.58,12637.81,12787.57,12538.22,12548.28,,,,,2633.45,2638.3,2553.8,2581.88
3/4/2018,41504.51,41615.41,40795.66,40855.64,41504.51,41615.41,40795.66,40855.64,10186.85,10255.35,10171.05,10245,4581.62,4586.31,4554.7,4585.21,2570.29,2579.98,2552.55,2570.45,7056.61,7064.98,6996.76,7030.46,84668.89,85411.27,84209.58,84623.46,21115.48,21333.5,21056.02,21292.29,12548.28,12552.04,12414.38,12489.88,11997.47,12069.48,11913.62,12002.45,2592.17,2619.14,2575.49,2614.45
4/4/2018,40854.54,40855.83,40512.37,40749.86,40854.54,40855.83,40512.37,40749.86,10274.6,10279.85,10111.3,10128.4,4585.21,4608.97,4573.49,4608.97,2566,2574.48,2555.94,2558.84,7030.46,7046.26,6971.75,7034.01,84610.3,84610.3,82826.04,84359.69,21415.85,21415.85,21238.18,21319.55,12489.88,12658.85,12480.55,12520.16,12000.47,12011.12,11792.35,11957.9,2584.04,2649.86,2573.61,2644.69
5/4/2018,40749.86,40945.75,40684.52,40875.69,40749.86,40945.75,40684.52,40875.69,10228.45,10331.8,10227.45,10325.15,4608.97,4690.29,4607.6,4688.57,2560.97,2590.78,2558.68,2590.78,7034.01,7199.5,7034.01,7199.5,84373.95,86147.76,84373.95,85209.66,21541.18,21737.66,21462.1,21645.42,,,,,12153.61,12322.37,12135.64,12305.19,2657.36,2672.08,2649.58,2662.84
6/4/2018,40875.69,41001.17,40814.68,40841.14,40875.69,41001.17,40814.68,40841.14,10322.75,10350.45,10290.85,10331.6,,,,,,,,,7199.5,7214.02,7163.11,7183.64,85209.66,85209.66,83832.66,84820.42,21633.73,21742.84,21550.42,21567.52,,,,,12242.94,12290.03,12202.05,12241.27,2645.82,2656.88,2586.27,2604.47
8/4/2018,,,,,,,,,,,,,4688.57,4690.53,4597.94,4602.88,2588.83,2592.6,2583.25,2587.67,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2018,40841.14,40848.41,40429.18,40429.18,40841.14,40848.41,40429.18,40429.18,10333.7,10397.7,10328.5,10379.35,4602.88,4665.24,4589.45,4665.24,2587.31,2629.34,2586.95,2629.34,7183.64,7209.68,7145.57,7194.75,84832.45,85110.06,83154.65,83307.23,21534.33,21737.09,21517.77,21678.26,12520.16,12591,12434.08,12511.18,12311.02,12371.11,12205.39,12261.75,2617.18,2653.55,2610.79,2613.16
10/4/2018,40429.18,40499.04,40206.1,40499.04,40429.18,40499.04,40206.1,40499.04,10412.9,10424.85,10381.5,10402.25,4662.96,4712.12,4646.95,4711.84,2626.1,2648.57,2623.18,2641.43,7194.75,7266.75,7194.75,7266.75,83312.02,84537.82,83312.02,84510.36,21599.67,21933.99,21542.37,21794.32,12511.18,12839.5,12492.18,12837.96,12389.9,12428.9,12334.95,12397.32,2638.41,2665.45,2635.78,2656.87
11/4/2018,40499.04,40849.15,40444.54,40846.24,40499.04,40849.15,40444.54,40846.24,10428.15,10428.15,10355.6,10417.15,4717.58,4720.79,4687.83,4689.74,2641.84,2657.02,2616.49,2641.62,7266.75,7270.28,7243.32,7257.14,84493.89,85416.54,84340.41,85245.59,21819.09,21837.36,21687.1,21687.1,12837.96,12983.04,12805.51,12888.64,12372.07,12381.53,12256.59,12293.97,2643.89,2661.43,2639.25,2642.19
12/4/2018,40846.24,40882.71,40622.43,40813.69,40846.24,40882.71,40622.43,40813.69,10410.65,10469.9,10395.25,10458.65,4689.74,4689.74,4632.51,4653.03,2638.49,2639.67,2606.38,2625.08,7257.14,7266.64,7240.76,7258.34,85245.59,85576.9,85025.38,85443.53,21657.87,21719.43,21591.39,21660.28,12888.64,12892.11,12702.82,12717.32,12282.39,12434.24,12263.7,12415.01,2653.83,2674.72,2653.83,2663.99
13/4/2018,40808.48,40961.2,40426.93,40928.7,40808.48,40961.2,40426.93,40928.7,10495.3,10519.9,10451.45,10480.6,,,,,,,,,7258.34,7274.99,7249.07,7264.56,85441.03,85441.03,84143.7,84334.41,21801.41,21917.35,21746.69,21778.74,12717.32,12832.6,12573.37,12596.33,12461.31,12523.97,12411.65,12442.4,2676.9,2680.26,2645.05,2656.3
15/4/2018,,,,,,,,,,,,,4652.45,4712.45,4652.45,4699.43,2627.02,2633.83,2620.96,2624.04,,,,,,,,,,,,,,,,,,,,,,,,
16/4/2018,40932.18,41014.67,40888.23,40987.77,40932.18,41014.67,40888.23,40987.77,10398.3,10540.15,10396.35,10528.35,4699.43,4721.62,4681.02,4682.27,2631.62,2643.92,2623.02,2634.45,7264.56,7265.83,7195.46,7198.2,84328.2,84591.48,82761.97,82861.58,21843.55,21879.69,21775.61,21835.53,12596.33,12599.05,12249.65,12298.17,12478.99,12487.04,12375.63,12391.41,2670.1,2686.49,2665.16,2677.84
17/4/2018,40533.37,40862.01,40409.9,40788.68,40533.37,40862.01,40409.9,40788.68,10557.3,10560.45,10495.65,10548.7,4681.96,4706.76,4678.1,4706.76,2637.09,2645.81,2629.92,2643.26,7198.2,7240.41,7189.85,7226.05,82862.26,84191.2,82809.55,84086.13,21801.83,21889.89,21772.42,21847.59,12298.17,12359.65,12129.79,12142.8,12443.2,12614.25,12417.26,12585.57,2692.74,2713.34,2692.05,2706.39
18/4/2018,40788.68,40861.04,40492.26,40772.26,40788.68,40861.04,40492.26,40772.26,10578.9,10594.2,10509.7,10526.2,4706.76,4711.89,4657.03,4682.08,2643.27,2676.91,2643,2676.91,7226.05,7325.59,7226.05,7317.34,84090.28,86149.14,84090.28,85776.46,21929.01,22194.11,21914.96,22158.2,12142.8,12306.84,12045.5,12190.16,12597.58,12640.25,12548.45,12590.83,2710.11,2717.49,2703.63,2708.64
19/4/2018,40772.26,40937.09,40724.76,40874.09,40772.26,40937.09,40724.76,40874.09,10563.65,10572.2,10546.2,10565.3,4680.88,4710.61,4679.04,4706.56,2684.8,2739.61,2681.17,2739.61,7317.34,7340.73,7309.42,7328.92,85774.78,86059.44,85197.28,85824.26,22231.86,22360.65,22176.86,22191.18,12190.16,12412.27,12190.16,12376.65,12595.61,12595.61,12534.63,12567.42,2701.16,2702.84,2681.9,2693.13
20/4/2018,40874.09,40893.97,40735.76,40814.89,40874.09,40893.97,40735.76,40814.89,10560.35,10582.35,10527.45,10564.05,,,,,,,,,7328.92,7368.17,7323.31,7368.17,85823.13,85823.13,85024.84,85550.09,22148.22,22261.35,22076.63,22162.24,12376.65,12397.86,12175.62,12247.25,12555.96,12585.37,12490.77,12540.5,2692.56,2693.94,2660.61,2670.14
22/4/2018,,,,,,,,,,,,,4706.56,4708.14,4674.28,4682.47,2752.2,2755.81,2715.07,2722.84,,,,,,,,,,,,,,,,,,,,,,,,
23/4/2018,40814.89,40832.34,40579.54,40763.93,40814.89,40832.34,40579.54,40763.93,10592.8,10638.35,10514.95,10584.7,4682.47,4704.76,4678.66,4693.47,2726.61,2742.18,2718.74,2726.99,7368.17,7404.11,7359.73,7398.87,85520.41,85745.94,84710.73,85602.5,22157.88,22204.86,22065.52,22088.04,12247.25,12360.08,12202.5,12347.76,12538.16,12588.23,12466.47,12572.39,2675.4,2682.86,2657.99,2670.29
24/4/2018,40763.93,40970.31,40757.19,40802.78,40763.93,40970.31,40757.19,40802.78,10578.1,10636.8,10569,10614.35,4693.47,4698.07,4686.58,4689.2,2725.49,2730.45,2708.43,2708.43,7398.87,7439.58,7397.29,7425.4,85603.18,86577.73,85105.84,85469.08,22228.82,22304.69,22149.59,22278.12,12347.76,12686.61,12347.76,12618.66,12602.41,12647.16,12481.3,12550.82,2680.8,2683.55,2617.32,2634.56
25/4/2018,40801.04,40926.72,40589.6,40755.73,40801.04,40926.72,40589.6,40755.73,10612.4,10612.6,10536.45,10570.55,4690.15,4693.07,4658.3,4671.03,2712.93,2729.88,2712.93,2713.95,7425.4,7427.13,7334.64,7379.32,85465.88,85465.88,84348.7,85044.39,22118.62,22228.78,22080.76,22215.32,12618.66,12626.26,12487.56,12516.96,12456.82,12484.78,12312.27,12422.3,2634.92,2645.3,2612.67,2639.4
26/4/2018,40755.73,40798.01,40727.26,40752.83,40755.73,40798.01,40727.26,40752.83,10586.5,10628.4,10559.65,10617.8,4671.03,4704.95,4665.09,4697.23,2716.59,2719.51,2701.84,2703.77,7379.32,7421.43,7355,7421.43,85051.34,86383.2,85051.34,86383.2,22278.77,22381.66,22265.2,22319.61,12516.96,12544.1,12191.86,12254.96,12395.9,12503.22,12383.95,12500.47,2651.65,2676.48,2647.16,2666.94
27/4/2018,40777.67,41247.2,40761.74,41245.36,40777.67,41247.2,40761.74,41245.36,10651.65,10719.8,10647.55,10692.3,,,,,,,,,7421.43,7507.12,7421.28,7502.21,86383.2,87178.66,86262.43,86444.66,22466.66,22495.56,22357.53,22467.87,12254.96,12321.3,12023.71,12192.25,12572.72,12627.71,12518.03,12580.87,2675.47,2677.35,2659.01,2669.91
29/4/2018,,,,,,,,,,,,,4698.37,4706.56,4673.46,4685.44,2715.17,2726.54,2705.26,2722.59,,,,,,,,,,,,,,,,,,,,,,,,
30/4/2018,41244.89,41279.95,41146.48,41268.56,41244.89,41279.95,41146.48,41268.56,10705.75,10759,10704.6,10739.35,4685.44,4688.34,4664.3,4669.52,2725.49,2725.51,2710.46,2712.48,7502.21,7546.16,7497.11,7509.3,86442.7,86739.48,85978.54,86115.5,,,,,,,,,12606.27,12622.93,12563.74,12612.11,2675.05,2682.92,2648.04,2648.05
1/5/2018,,,,,,,,,,,,,4669.45,4681.03,4667.16,4673.31,2698.57,2701.14,2666.66,2666.66,7509.3,7549.07,7506.57,7520.36,,,,,22453.42,22519.45,22411.43,22508.03,,,,,,,,,2643.64,2655.27,2625.41,2654.8
2/5/2018,41268.01,41396.91,41154.78,41306.02,41268.01,41396.91,41154.78,41306.02,10783.85,10784.65,10689.8,10718.05,4675.59,4675.59,4626,4634.97,2667.69,2668.04,2626.76,2642.21,7520.36,7572.98,7519.62,7543.2,86110.76,86110.76,84382.58,84547.09,22568.19,22568.19,22426.55,22472.78,12192.25,12281.25,12116.39,12194.34,12610.78,12827.54,12605.38,12802.25,2654.24,2660.87,2631.7,2635.67
3/5/2018,41306.02,41307.05,40944.36,41107.81,41306.02,41307.05,40944.36,41107.81,10720.15,10720.6,10647.45,10679.65,4634.97,4638.34,4556.44,4556.82,2646.99,2649.21,2590.45,2590.45,7543.2,7555.18,7492.39,7502.69,84546.83,84562.38,83178.35,83288.14,,,,,12194.34,12282.51,12059.69,12257.87,12775.66,12798.16,12665.33,12690.15,2628.08,2637.14,2594.62,2629.73
4/5/2018,41107.81,41236.79,41107.81,41218.72,41107.81,41236.79,41107.81,41218.72,10700.45,10700.45,10601.6,10618.25,,,,,,,,,7502.69,7570.22,7502.69,7567.14,83286.38,83670.63,82745.64,83118.03,,,,,12257.87,12274.87,12138.07,12153.37,12733.19,12819.6,12707.86,12819.6,2621.45,2670.93,2615.32,2663.42
6/5/2018,,,,,,,,,,,,,4559.1,4591.38,4557.64,4560.38,2598.45,2623.71,2597.86,2620.1,,,,,,,,,,,,,,,,,,,,,,,,
7/5/2018,41218.72,41233.42,41031.15,41233.42,41218.72,41233.42,41031.15,41233.42,10653.15,10725.65,10635.65,10715.5,4561.52,4571.39,4513.42,4540.09,2618.05,2636.06,2610.7,2635.34,,,,,83122.31,83642.91,82601.52,82714.42,22513.22,22513.48,22350.91,22467.16,12153.37,12354.69,12125.66,12347.02,12827.43,12961.05,12813.55,12948.14,2669.36,2683.35,2664.7,2672.63
8/5/2018,41172.82,41642.33,41110.44,41155.8,41172.82,41642.33,41110.44,41155.8,10757.9,10758.55,10689.4,10717.8,4540.37,4564.96,4467.17,4479.49,2636.26,2638.11,2599.42,2599.42,7567.14,7598.51,7550.44,7565.75,82714.98,83408.91,82201.28,82956.05,22440.65,22566.68,22423.23,22508.69,12347.02,12636.22,12345.39,12571.21,12924.23,12933.67,12855.09,12912.21,2670.26,2676.34,2655.2,2671.92
9/5/2018,41156.37,41160.18,40904.83,41080.12,41156.37,41160.18,40904.83,41080.12,10693.35,10766.25,10689.85,10741.7,4472.98,4512.57,4451.96,4486.65,2596.17,2614.69,2582.26,2582.26,7565.75,7662.52,7565.75,7662.52,82977.48,84447.3,82855.19,84265.49,22463.01,22478.64,22364.75,22408.88,12571.21,12577.16,12492.34,12547.92,12917.82,12962.52,12890.38,12943.06,2678.12,2701.27,2674.14,2697.79
10/5/2018,41080.12,41086.2,40872.96,40915.17,41080.12,41086.2,40872.96,40915.17,10779.65,10785.55,10705,10716.55,4471.7,4501.5,4436.76,4437.83,2582.76,2595.69,2559.4,2559.4,7662.52,7706.87,7631.58,7700.97,84283.91,86200.92,84283.91,85861.2,22482.51,22530.64,22418.75,22497.18,12547.92,12654.6,12531.33,12613.91,12975.09,13034.21,12928.51,13022.87,2705.02,2726.11,2704.54,2723.07
11/5/2018,40914.94,41189.28,40913.85,41022.31,40914.94,41189.28,40913.85,41022.31,10741.95,10812.05,10724.45,10806.5,,,,,,,,,7700.97,7728.89,7691.69,7724.55,85861.42,86406.22,85183.37,85220.23,22573.95,22769.16,22545.47,22758.48,12613.91,12662.02,12566.96,12573.73,13023,13033.3,12964,13001.24,2722.7,2732.86,2717.45,2727.72
13/5/2018,,,,,,,,,,,,,4445.04,4448.89,4414,4424.99,2557.61,2575.32,2553.65,2575.32,,,,,,,,,,,,,,,,,,,,,,,,
14/5/2018,41022.31,41029.79,40667.46,40677.61,41022.31,41029.79,40667.46,40677.61,10815.15,10834.85,10774.75,10806.6,4426.19,4461.98,4416.09,4446.81,2574.68,2619.51,2574.55,2619.51,7724.55,7727.96,7688.57,7710.98,85221.9,86105.05,84687.67,85232.19,22705.3,22894.76,22683.64,22865.86,12573.73,12776.57,12573.73,12746.29,13009.83,13015.1,12927.24,12977.71,2733.37,2742.1,2725.47,2730.13
15/5/2018,40677.61,40723.49,40565.66,40628.49,40677.61,40723.49,40565.66,40628.49,10812.6,10929.2,10781.4,10801.85,4446.81,4506.56,4438.27,4470.57,2637.62,2644.15,2613.66,2621.45,7710.98,7752.02,7687.49,7722.98,85224.78,85231.47,83829.79,85130.42,22889.47,22912.06,22805.72,22818.02,12746.29,12788.54,12648,12740.5,12947.97,13006.34,12918.29,12970.04,2718.59,2718.59,2701.91,2711.45
16/5/2018,40615.42,41027.28,40531.9,40992.97,40615.42,41027.28,40531.9,40992.97,10751.95,10790.45,10699.7,10741.1,4470.57,4491.94,4447.88,4467.43,2616.83,2626.56,2611.72,2626.56,7722.98,7745.53,7717.76,7734.2,85121.64,86678.21,85043.6,86536.97,22730.12,22796.14,22695.84,22717.23,12740.5,12740.5,12559.5,12574.16,12983.49,13030.76,12960.53,12996.33,2712.62,2727.76,2712.17,2722.46
17/5/2018,40992.97,41003.76,40675.89,40676.26,40992.97,41003.76,40675.89,40676.26,10775.6,10777.25,10664.5,10682.7,4467.43,4467.43,4429.82,4431.71,2627.9,2630.82,2602.86,2602.86,7734.2,7788.23,7713.85,7787.97,86536.52,86536.52,83377.38,83621.95,22820.62,22887.03,22799.16,22838.37,12574.16,12608.11,12463.57,12482.94,12985.14,13114.63,12981.89,13114.61,2719.71,2731.96,2711.36,2720.13
18/5/2018,40651.41,40675.7,40444.17,40472.45,40651.41,40675.7,40444.17,40472.45,10671.85,10674.95,10589.1,10596.4,,,,,,,,,7787.97,7791.41,7753.27,7778.79,83613.64,83613.64,81390.93,83081.88,22907.2,22954.19,22867.3,22930.36,12482.94,12659.68,12412.95,12659.68,13115.63,13133.19,13051.13,13077.72,2717.35,2719.5,2709.18,2712.97
20/5/2018,,,,,,,,,,,,,4431.71,4440.61,4415.55,4425.86,2602.65,2613.9,2592.22,2594.47,,,,,,,,,,,,,,,,,,,,,,,,
21/5/2018,40472.45,40476.61,40383.19,40425.07,40472.45,40476.61,40383.19,40425.07,10616.7,10621.7,10505.8,10516.7,4427,4470,4417.65,4458.33,2587.55,2624.22,2587.54,2622.75,7778.79,7868.12,7778.12,7859.17,83095.39,83882.88,81575.52,81815.31,22937.58,23050.39,22935.31,23002.37,12659.68,12767.55,12645.01,12674.1,,,,,2725.95,2739.19,2725.7,2733.01
22/5/2018,40425.07,40461.69,40245.32,40249.29,40425.07,40461.69,40245.32,40249.29,10518.45,10558.6,10490.55,10536.7,4458.33,4533.89,4458.05,4526.61,2624.18,2640.51,2624.01,2640.51,7859.17,7903.5,7854.58,7877.45,81817.42,83395.91,81612.62,82738.88,23025.95,23031.67,22952.87,22960.34,12674.1,12674.92,12493.61,12578.92,13132.56,13204.31,13061.77,13169.92,2738.34,2742.24,2721.88,2724.44
23/5/2018,40249.29,40254.91,40116.27,40150.55,40249.29,40254.91,40116.27,40150.55,10521.1,10533.55,10417.8,10430.35,4527.55,4607.7,4515.2,4585.57,2640.44,2646.92,2636.21,2638.45,7877.45,7877.45,7765.32,7788.44,82741.54,82741.54,80867.29,80867.29,22868.79,22949.73,22649.85,22689.74,12578.92,12579.78,12378.82,12381.73,13138.83,13148.05,12929.9,12976.84,2713.98,2733.33,2709.54,2733.29
24/5/2018,40150.55,40150.55,39723.85,39723.85,40150.55,40150.55,39723.85,39723.85,10464.85,10535.15,10419.8,10513.85,4593.05,4609.2,4568.26,4601.09,2641.18,2658.34,2639.56,2649.48,7788.44,7803.45,7716.74,7716.74,80859.8,80859.8,79026.52,80122.31,22621.29,22644.69,22366.6,22437.01,12381.73,12399.21,12260.29,12273.93,12955.94,13006.44,12801.82,12855.09,2730.94,2731.97,2707.38,2727.76
25/5/2018,39723.85,39908.11,39213.98,39323.62,39723.85,39908.11,39213.98,39323.62,10533.05,10628.05,10524,10605.15,,,,,,,,,7716.74,7753.32,7703.26,7730.28,80123.45,80628.85,78622.41,78897.66,22380.22,22509.36,22318.15,22450.79,12273.93,12347.54,12211.69,12258.96,12917.15,13002.47,12852.17,12938.01,2723.6,2727.36,2714.99,2721.33
27/5/2018,,,,,,,,,,,,,4600.82,4600.82,4536.82,4536.82,2650.72,2659.65,2630.71,2630.71,,,,,,,,,,,,,,,,,,,,,,,,
28/5/2018,39323.62,39323.62,38910.82,39040.44,39323.62,39323.62,38910.82,39040.44,10648.35,10709.8,10640.55,10688.65,4537.77,4563.75,4537.6,4547.34,2631.51,2672.12,2631.51,2670.62,,,,,78886.48,78886.48,75336.89,75355.84,22488.95,22547.67,22410.91,22481.09,12258.96,12389.77,12217.61,12350.76,13016.55,13040.63,12828.26,12863.46,,,,
29/5/2018,,,,,,,,,10689.4,10717.25,10616.1,10633.3,4547,4575.54,4544.34,4575.16,2672.69,2698.31,2663.2,2671.27,7730.28,7730.28,7610.66,7632.64,75361.05,77213.66,75361.05,76071.98,22431.95,22439.1,22240.39,22358.43,12350.76,12369.13,12220.56,12283.01,12786.15,12803.29,12608.7,12666.51,2705.11,2710.67,2676.81,2689.86
30/5/2018,39028.51,39177.53,38603.32,38606.41,39028.51,39177.53,38603.32,38606.41,10579,10648.7,10558.45,10614.35,4576.37,4594.82,4556.35,4557.03,2669,2669,2616.85,2617.14,7632.64,7689.57,7618.12,7689.57,76057.54,77096.63,75514.6,76753.62,22051.97,22079.23,21931.65,22018.52,12283.01,12283.01,12037,12041.08,12693.33,12783.76,12663.37,12783.76,2702.43,2729.34,2702.43,2724.01
31/5/2018,38606.41,38791.52,37998.17,38104.54,38606.41,38791.52,37998.17,38104.54,10670.1,10763.8,10620.4,10736.15,4557.03,4619.24,4555.83,4605.04,2618.8,2636.4,2559.19,2599.92,7689.57,7727.45,7651.12,7678.2,,,,,22163.4,22254.42,22098,22201.82,12041.08,12352.35,12041.08,12343.42,12796.16,12803.6,12547.61,12604.89,2720.98,2722.5,2700.68,2705.27
1/6/2018,38104.54,38148.45,36677.07,36816.29,38104.54,38148.45,36677.07,36816.29,10738.45,10764.75,10681.5,10696.2,,,,,,,,,7678.2,7746.73,7678.2,7701.77,76779.38,78168.54,75524.43,77239.75,22126.25,22316.91,22098.04,22171.35,12343.42,12364.34,12219.09,12274.66,12678.07,12800.45,12660.79,12724.27,2718.7,2736.93,2718.7,2734.62
3/6/2018,,,,,,,,,,,,,4607.44,4607.44,4553.24,4566.05,2608.85,2622.87,2607.43,2614.03,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2018,36816.29,36950.98,36676.15,36950.98,36816.29,36950.98,36676.15,36950.98,10765.95,10770.3,10618.35,10628.5,4572.6,4593.43,4565.32,4577.15,2618,2670.64,2617.77,2670.64,7701.77,7772.12,7701.7,7741.29,77243.91,78637.44,77243.91,78596.06,22365.09,22515.72,22355.83,22475.94,12274.66,12547.12,12274.66,12530.97,12839.44,12846.26,12714.03,12770.75,2741.67,2749.16,2740.54,2746.87
5/6/2018,36947.1,37854.92,36947.1,37854.92,36947.1,37854.92,36947.1,37854.92,10630.7,10633.15,10550.9,10593.15,4576.72,4620.97,4573.84,4616.53,2667,2721.99,2663.64,2721.99,7741.29,7744.46,7686.61,7686.8,78595.23,78892.02,76412.02,76641.73,22552.17,22602.13,22470.04,22539.54,12530.97,12634.41,12472.87,12614.73,12766.16,12925.24,12753.3,12787.13,2748.46,2752.61,2739.51,2748.8
6/6/2018,37854.92,38463.54,37854.92,38435.29,37854.92,38463.54,37854.92,38435.29,10603.45,10698.35,10587.5,10684.65,4616.53,4665.97,4616.53,4652.12,2724.92,2739.59,2721.35,2727.95,7686.8,7730.48,7671.62,7712.37,76641.03,76966.88,75517.53,76117.23,22520.31,22662.82,22498.59,22625.73,12614.73,12615.93,12530.13,12542.38,12813.39,12872.9,12729.23,12830.07,2753.25,2772.39,2748.46,2772.35
7/6/2018,38435.29,39042.39,38435.29,39042.11,38435.29,39042.39,38435.29,39042.11,10722.6,10818,10722.6,10768.35,4650.92,4666.41,4638.83,4662.58,2722.03,2728.67,2707.31,2707.31,7712.37,7756.66,7698.15,7704.4,76117.23,76117.23,71161.52,73851.47,22748.72,22856.37,22732.18,22823.26,12542.38,12655.75,12536.2,12554.01,12877.85,12914.85,12760.54,12811.05,2774.84,2779.9,2760.16,2770.37
8/6/2018,39042.11,39088.69,38636,38669.23,39042.11,39088.69,38636,38669.23,10736.4,10779.45,10709.05,10767.65,,,,,,,,,7704.4,7714.32,7637.52,7681.07,73847.88,74031.36,71679.48,72942.07,22799.38,22879,22694.5,22694.5,12554.01,12554.62,12308.17,12371.03,12668.77,12795.64,12610.68,12766.55,2765.84,2779.39,2763.59,2779.03
10/6/2018,,,,,,,,,,,,,4662.58,4694.47,4662.58,4691.68,2707.08,2709.55,2688.62,2708.97,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2018,38669.23,38856.06,38649.41,38845.31,38669.23,38856.06,38649.41,38845.31,10781.85,10850.55,10777.05,10786.95,4691.68,4740.72,4685.57,4733.39,2706.97,2709.18,2684.27,2692.67,7681.07,7756.02,7681.07,7737.43,72942.52,73715.74,71843.01,72307.77,22686.95,22856.08,22667.3,22804.04,12371.03,12466.51,12296.26,12433.08,12816.32,12861.95,12751.66,12842.91,2780.18,2790.21,2780.17,2782
12/6/2018,38844.32,39425.61,38843.04,39167.39,38844.32,39425.61,38843.04,39167.39,10816.15,10856.55,10789.4,10842.85,4733.77,4745.23,4715.43,4734.19,2691.31,2695.81,2673.63,2680.75,7737.43,7762.77,7701.33,7703.81,72308.34,73321.55,72123.77,72754.13,22977.22,23011.57,22797.73,22878.35,12433.08,12612.9,12405.06,12592.09,12924.03,12948.52,12816.07,12842.3,2785.6,2789.8,2778.78,2786.85
