Date,MAIN_MARKET_50_index_Open,MAIN_MARKET_50_index_High,MAIN_MARKET_50_index_Low,MAIN_MARKET_50_index_Close,NSE-ALL_SHARE_index_Open,NSE-ALL_SHARE_index_High,NSE-ALL_SHARE_index_Low,NSE-ALL_SHARE_index_Close,NIFTY_50_index_Open,NIFTY_50_index_High,NIFTY_50_index_Low,NIFTY_50_index_Close,FTSE_AOX_GENERAL_index_Open,FTSE_AOX_GENERAL_index_High,FTSE_AOX_GENERAL_index_Low,FTSE_AOX_GENERAL_index_Close,QE_GENERAL_index_Open,QE_GENERAL_index_High,QE_GENERAL_index_Low,QE_GENERAL_index_Close,FTSE_100_index_Open,FTSE_100_index_High,FTSE_100_index_Low,FTSE_100_index_Close,BOVESPA_index_Open,BOVESPA_index_High,BOVESPA_index_Low,BOVESPA_index_Close,NKY_index_Open,NKY_index_High,NKY_index_Low,NKY_index_Close,XIN9I_index_Open,XIN9I_index_High,XIN9I_index_Low,XIN9I_index_Close,DAX_index_Open,DAX_index_High,DAX_index_Low,DAX_index_Close,SPX_index_Open,SPX_index_High,SPX_index_Low,SPX_index_Close
17/8/2016,27389.02,27536.23,27355.19,27437.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/8/2016,27437.25,27565.48,27365.25,27420.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/8/2016,27420.99,27681.31,27420.99,27650.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/8/2016,27650.32,27842.91,27650.32,27817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/8/2016,27812.06,27921.99,27728.9,27810.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/8/2016,27810.28,27881.03,27753.84,27880.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/8/2016,27880.46,27883.68,27365.22,27379.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/8/2016,27379.95,27573.19,27271.24,27450.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/8/2016,27450.91,27452.83,27312.47,27368.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/8/2016,27368.41,27517.13,27364.18,27493.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/8/2016,27493.12,27612.13,27487.2,27599.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2016,27599.03,28421.27,27599.03,28419.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/9/2016,28419.92,28488,27744.76,27756.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/2016,27756.67,27786.75,27679.42,27707.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/9/2016,27707.12,27707.12,27503.81,27503.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/2016,27503.75,27528.97,27365.77,27522.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2016,27522.62,27574.77,27445.4,27574.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/2016,27574.09,27611.31,27557.65,27577.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/9/2016,27577.52,27642.13,27541.48,27642.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/9/2016,27642.13,27748.04,27633.38,27725.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/9/2016,27725.4,27858.56,27661.62,27858.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/9/2016,27858.48,28049.07,27811.15,27839.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/9/2016,27839.93,28225.53,27839.09,28209.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/9/2016,28209.93,28239.64,28161.91,28214.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/9/2016,28214.57,28292.01,28137.67,28166.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/9/2016,28166.42,28303.44,28140.14,28247.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/9/2016,28247.07,28290.24,28238.96,28263.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/9/2016,28263.16,28269.07,28174.07,28248.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/9/2016,28248.86,28252.97,28161.95,28236.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/9/2016,28236.23,28299.24,28168.85,28247.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/9/2016,28247.56,28335.4,27907.57,28335.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2016,28335.4,28346,28217.85,28283.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2016,28277.93,28282.16,27981.39,28009.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/10/2016,28009.4,28065.18,27936.56,28031.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2016,28031.9,28043.08,27812.39,27835.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2016,27835.22,27953.31,27808.88,27925.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2016,27925,28060.76,27901.45,28034.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2016,28034.32,28058.03,27921.68,28027.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/10/2016,28027.23,28030.72,27803.76,27854.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
